#       # k              E            BS weight       TS weight
      1.6455318     -1.1287484       0.0244787       0.0246373
      1.6712433     -1.1597117       0.0251732       0.0252382
      1.6969547     -1.1920277       0.0257973       0.0257973
      1.7226661     -1.2254193       0.0263556       0.0263131
      1.7483776     -1.2596298       0.0268535       0.0267858
      1.7740890     -1.2944226       0.0272965       0.0272163
      1.7998004     -1.3295805       0.0276902       0.0276068
      1.8255119     -1.3649045       0.0280400       0.0279596
      1.8512233     -1.4002128       0.0283507       0.0282774
      1.8769348     -1.4353395       0.0286267       0.0285629
      1.9026462     -1.4701328       0.0288723       0.0288190
      1.9283576     -1.5044543       0.0290908       0.0290482
      1.9540691     -1.5381773       0.0292856       0.0292531
      1.9797805     -1.5711858       0.0294593       0.0294360
      2.0054919     -1.6033739       0.0296146       0.0295990
      2.0312034     -1.6346443       0.0297535       0.0297442
      2.0569148     -1.6649079       0.0298779       0.0298733
      2.0826262     -1.6940828       0.0299895       0.0299879
      2.1083377     -1.7220942       0.0300896       0.0300895
      2.1340491     -1.7488732       0.0301795       0.0301793
      2.1597605     -1.7743569       0.0302603       0.0302585
      2.1854720     -1.7984875       0.0303329       0.0303282
      2.2111834     -1.8212124       0.0303981       0.0303892
      2.2368948     -1.8424834       0.0304566       0.0304424
      2.2626063     -1.8622571       0.0305089       0.0304885
      2.2883177     -1.8804940       0.0305557       0.0305280
      2.3140291     -1.8971585       0.0305973       0.0305616
      2.3397406     -1.9122189       0.0306340       0.0305898
      2.3654520     -1.9256473       0.0306662       0.0306130
      2.3911635     -1.9374190       0.0306941       0.0306315
      2.4168749     -1.9475130       0.0307180       0.0306457
      2.4425863     -1.9559114       0.0307378       0.0306558
      2.4682978     -1.9625996       0.0307539       0.0306621
      2.4940092     -1.9675664       0.0307660       0.0306648
      2.5197206     -1.9708035       0.0307744       0.0306640
      2.5454321     -1.9723058       0.0307789       0.0306599
 
      0.0000000     -1.9219717       0.0306401       0.0303532
      0.0257114     -1.9217823       0.0306475       0.0303401
      0.0514229     -1.9198645       0.0306515       0.0303243
      0.0771343     -1.9162227       0.0306520       0.0303058
      0.1028457     -1.9108644       0.0306489       0.0302845
      0.1285572     -1.9038003       0.0306416       0.0302603
      0.1542686     -1.8950443       0.0306301       0.0302333
      0.1799800     -1.8846138       0.0306138       0.0302033
      0.2056915     -1.8725292       0.0305924       0.0301701
      0.2314029     -1.8588148       0.0305652       0.0301335
      0.2571143     -1.8434983       0.0305316       0.0300933
      0.2828258     -1.8266111       0.0304909       0.0300492
      0.3085372     -1.8081884       0.0304422       0.0300010
      0.3342487     -1.7882698       0.0303847       0.0299481
      0.3599601     -1.7668987       0.0303170       0.0298901
      0.3856715     -1.7441234       0.0302380       0.0298265
      0.4113830     -1.7199967       0.0301463       0.0297568
      0.4370944     -1.6945767       0.0300400       0.0296801
      0.4628058     -1.6679269       0.0299173       0.0295959
      0.4885173     -1.6401168       0.0297760       0.0295030
      0.5142287     -1.6112221       0.0296135       0.0294006
      0.5399401     -1.5813255       0.0294271       0.0292874
      0.5656516     -1.5505175       0.0292134       0.0291621
      0.5913630     -1.5188966       0.0289689       0.0290233
      0.6170744     -1.4865704       0.0286895       0.0288693
      0.6427859     -1.4536566       0.0283707       0.0286981
      0.6684973     -1.4202839       0.0280073       0.0285078
      0.6942087     -1.3865931       0.0275941       0.0282959
      0.7199202     -1.3527380       0.0271252       0.0280599
      0.7456316     -1.3188874       0.0265947       0.0277970
      0.7713430     -1.2852256       0.0259965       0.0275043
      0.7970545     -1.2519540       0.0253249       0.0271787
      0.8227659     -1.2192923       0.0245752       0.0268171
      0.8484774     -1.1874791       0.0237439       0.0264166
      0.8741888     -1.1567727       0.0228301       0.0259743
      0.8999002     -1.1274503       0.0218360       0.0254883
      0.9256117     -1.0998071       0.0207685       0.0249576
      0.9513231     -1.0741534       0.0196399       0.0243822
      0.9770345     -1.0508104       0.0184691       0.0237644
      1.0027460     -1.0301039       0.0172816       0.0231085
      1.0284574     -1.0123553       0.0161094       0.0224215
      1.0541688     -0.9978715       0.0149890       0.0217130
      1.0798803     -0.9869325       0.0139588       0.0209950
      1.1055917     -0.9797784       0.0130548       0.0202809
      1.1313031     -0.9765971       0.0123063       0.0195839
      1.1570146     -0.9775142       0.0117305       0.0189135
      1.1827260     -0.9825857       0.0113266       0.0182679
      1.2084374     -0.9917961       0.0110595       0.0176101
      1.2341489     -1.0050597       0.0107625       0.0167194
      1.2598603     -1.0246359       0.0131806       0.0197700
      1.2855717     -0.9994810       0.0111258       0.0163203
      1.3112832     -0.9800667       0.0118294       0.0168195
      1.3369946     -0.9646239       0.0124819       0.0170909
      1.3627061     -0.9533413       0.0132364       0.0173817
      1.3884175     -0.9463425       0.0141121       0.0177471
      1.4141289     -0.9436770       0.0150968       0.0182028
      1.4398404     -0.9453161       0.0161649       0.0187481
      1.4655518     -0.9511533       0.0172843       0.0193726
      1.4912632     -0.9610109       0.0184222       0.0200602
      1.5169747     -0.9746503       0.0195479       0.0207912
      1.5426861     -0.9917857       0.0206357       0.0215453
      1.5683975     -1.0120983       0.0216659       0.0223031
      1.5941090     -1.0352510       0.0226255       0.0230477
      1.6198204     -1.0608997       0.0235069       0.0237655
      1.6455318     -1.0887041       0.0243075       0.0244463
      1.6712433     -1.1183350       0.0250284       0.0250835
      1.6969547     -1.1494792       0.0256729       0.0256729
      1.7226661     -1.1818429       0.0262463       0.0262132
      1.7483776     -1.2151531       0.0267545       0.0267046
      1.7740890     -1.2491580       0.0272039       0.0271486
      1.7998004     -1.2836266       0.0276006       0.0275478
      1.8255119     -1.3183476       0.0279506       0.0279052
      1.8512233     -1.3531284       0.0282593       0.0282239
      1.8769348     -1.3877932       0.0285319       0.0285073
      1.9026462     -1.4221820       0.0287726       0.0287587
      1.9283576     -1.4561490       0.0289856       0.0289811
      1.9540691     -1.4895612       0.0291743       0.0291776
      1.9797805     -1.5222972       0.0293418       0.0293509
      2.0054919     -1.5542464       0.0294907       0.0295033
      2.0312034     -1.5853074       0.0296233       0.0296371
      2.0569148     -1.6153876       0.0297418       0.0297544
      2.0826262     -1.6444023       0.0298477       0.0298568
      2.1083377     -1.6722740       0.0299426       0.0299462
      2.1340491     -1.6989316       0.0300278       0.0300237
      2.1597605     -1.7243104       0.0301044       0.0300908
      2.1854720     -1.7483509       0.0301734       0.0301485
      2.2111834     -1.7709992       0.0302357       0.0301977
      2.2368948     -1.7922059       0.0302918       0.0302395
      2.2626063     -1.8119266       0.0303425       0.0302745
      2.2883177     -1.8301209       0.0303883       0.0303034
      2.3140291     -1.8467525       0.0304296       0.0303267
      2.3397406     -1.8617893       0.0304667       0.0303451
      2.3654520     -1.8752025       0.0305000       0.0303588
      2.3911635     -1.8869674       0.0305297       0.0303684
      2.4168749     -1.8970623       0.0305560       0.0303742
      2.4425863     -1.9054693       0.0305791       0.0303763
      2.4682978     -1.9121737       0.0305990       0.0303751
      2.4940092     -1.9171638       0.0306158       0.0303708
      2.5197206     -1.9204315       0.0306295       0.0303634
      2.5454321     -1.9219717       0.0306401       0.0303532
 
      0.0000000     -1.8712587       0.0303762       0.0299113
      0.0257114     -1.8711159       0.0303909       0.0298923
      0.0514229     -1.8692512       0.0304030       0.0298711
      0.0771343     -1.8656691       0.0304125       0.0298477
      0.1028457     -1.8603774       0.0304192       0.0298221
      0.1285572     -1.8533869       0.0304227       0.0297941
      0.1542686     -1.8447121       0.0304228       0.0297638
      0.1799800     -1.8343705       0.0304191       0.0297309
      0.2056915     -1.8223834       0.0304111       0.0296953
      0.2314029     -1.8087753       0.0303982       0.0296569
      0.2571143     -1.7935746       0.0303798       0.0296153
      0.2828258     -1.7768136       0.0303552       0.0295702
      0.3085372     -1.7585284       0.0303235       0.0295214
      0.3342487     -1.7387595       0.0302837       0.0294683
      0.3599601     -1.7175516       0.0302347       0.0294106
      0.3856715     -1.6949542       0.0301750       0.0293476
      0.4113830     -1.6710218       0.0301032       0.0292788
      0.4370944     -1.6458144       0.0300174       0.0292034
      0.4628058     -1.6193975       0.0299156       0.0291205
      0.4885173     -1.5918429       0.0297954       0.0290293
      0.5142287     -1.5632293       0.0296541       0.0289286
      0.5399401     -1.5336425       0.0294884       0.0288172
      0.5656516     -1.5031767       0.0292950       0.0286936
      0.5913630     -1.4719347       0.0290695       0.0285563
      0.6170744     -1.4400290       0.0288075       0.0284034
      0.6427859     -1.4075830       0.0285038       0.0282328
      0.6684973     -1.3747318       0.0281525       0.0280424
      0.6942087     -1.3416236       0.0277475       0.0278294
      0.7199202     -1.3084208       0.0272819       0.0275912
      0.7456316     -1.2753017       0.0267486       0.0273245
      0.7713430     -1.2424612       0.0261406       0.0270262
      0.7970545     -1.2101129       0.0254510       0.0266929
      0.8227659     -1.1784894       0.0246740       0.0263211
      0.8484774     -1.1478435       0.0238055       0.0259076
      0.8741888     -1.1184484       0.0228443       0.0254494
      0.8999002     -1.0905962       0.0217932       0.0249444
      0.9256117     -1.0645967       0.0206601       0.0243916
      0.9513231     -1.0407733       0.0194600       0.0237916
      0.9770345     -1.0194571       0.0182150       0.0231471
      1.0027460     -1.0009797       0.0169551       0.0224633
      1.0284574     -0.9856622       0.0157168       0.0217485
      1.0541688     -0.9738035       0.0145411       0.0210135
      1.0798803     -0.9656672       0.0134693       0.0202716
      1.1055917     -0.9614676       0.0125386       0.0195373
      1.1313031     -0.9613587       0.0117771       0.0188241
      1.1570146     -0.9654254       0.0111985       0.0181407
      1.1827260     -0.9736791       0.0107962       0.0174830
      1.2084374     -0.9860588       0.0105255       0.0168062
      1.2341489     -1.0024352       0.0101909       0.0158511
      1.2598603     -1.0241229       0.0098216       0.0147345
      1.2855717     -0.9968979       0.0105334       0.0154677
      1.3112832     -0.9743189       0.0112627       0.0160472
      1.3369946     -0.9556111       0.0119078       0.0163490
      1.3627061     -0.9410056       0.0126520       0.0166607
      1.3884175     -0.9306747       0.0135230       0.0170463
      1.4141289     -0.9247196       0.0145129       0.0175256
      1.4398404     -0.9231625       0.0155978       0.0181003
      1.4655518     -0.9259434       0.0167458       0.0187612
      1.4912632     -0.9329228       0.0179218       0.0194920
      1.5169747     -0.9438906       0.0190922       0.0202719
      1.5426861     -0.9585784       0.0202275       0.0210784
      1.5683975     -0.9766748       0.0213050       0.0218898
      1.5941090     -0.9978407       0.0223086       0.0226866
      1.6198204     -1.0217233       0.0232289       0.0234532
      1.6455318     -1.0479687       0.0240621       0.0241778
      1.6712433     -1.0762308       0.0248089       0.0248526
      1.6969547     -1.1061784       0.0254730       0.0254730
      1.7226661     -1.1374993       0.0260600       0.0260376
      1.7483776     -1.1699027       0.0265765       0.0265468
      1.7740890     -1.2031204       0.0270297       0.0270028
      1.7998004     -1.2369062       0.0274266       0.0274087
      1.8255119     -1.2710352       0.0277739       0.0277680
      1.8512233     -1.3053027       0.0280777       0.0280848
      1.8769348     -1.3395225       0.0283437       0.0283631
      1.9026462     -1.3735254       0.0285767       0.0286066
      1.9283576     -1.4071577       0.0287813       0.0288192
      1.9540691     -1.4402795       0.0289612       0.0290041
      1.9797805     -1.4727638       0.0291197       0.0291646
      2.0054919     -1.5044946       0.0292598       0.0293034
      2.0312034     -1.5353665       0.0293839       0.0294230
      2.0569148     -1.5652832       0.0294942       0.0295257
      2.0826262     -1.5941569       0.0295925       0.0296134
      2.1083377     -1.6219072       0.0296804       0.0296881
      2.1340491     -1.6484610       0.0297593       0.0297511
      2.1597605     -1.6737515       0.0298303       0.0298039
      2.1854720     -1.6977177       0.0298944       0.0298476
      2.2111834     -1.7203040       0.0299525       0.0298834
      2.2368948     -1.7414603       0.0300053       0.0299120
      2.2626063     -1.7611407       0.0300534       0.0299344
      2.2883177     -1.7793041       0.0300974       0.0299513
      2.3140291     -1.7959137       0.0301377       0.0299631
      2.3397406     -1.8109365       0.0301747       0.0299705
      2.3654520     -1.8243435       0.0302086       0.0299739
      2.3911635     -1.8361093       0.0302398       0.0299737
      2.4168749     -1.8462121       0.0302684       0.0299701
      2.4425863     -1.8546337       0.0302945       0.0299636
      2.4682978     -1.8613592       0.0303184       0.0299543
      2.4940092     -1.8663769       0.0303399       0.0299424
      2.5197206     -1.8696784       0.0303592       0.0299280
      2.5454321     -1.8712587       0.0303762       0.0299113
 
      0.0000000     -1.8202764       0.0299857       0.0293346
      0.0257114     -1.8201816       0.0300081       0.0293095
      0.0514229     -1.8183705       0.0300289       0.0292828
      0.0771343     -1.8148476       0.0300480       0.0292545
      0.1028457     -1.8096210       0.0300654       0.0292245
      0.1285572     -1.8027019       0.0300806       0.0291928
      0.1542686     -1.7941049       0.0300934       0.0291592
      0.1799800     -1.7838481       0.0301035       0.0291237
      0.2056915     -1.7719530       0.0301103       0.0290860
      0.2314029     -1.7584451       0.0301134       0.0290460
      0.2571143     -1.7433532       0.0301120       0.0290034
      0.2828258     -1.7267104       0.0301056       0.0289578
      0.3085372     -1.7085538       0.0300931       0.0289089
      0.3342487     -1.6889248       0.0300736       0.0288563
      0.3599601     -1.6678694       0.0300460       0.0287995
      0.3856715     -1.6454386       0.0300087       0.0287379
      0.4113830     -1.6216885       0.0299601       0.0286708
      0.4370944     -1.5966807       0.0298985       0.0285975
      0.4628058     -1.5704832       0.0298216       0.0285170
      0.4885173     -1.5431702       0.0297267       0.0284284
      0.5142287     -1.5148233       0.0296110       0.0283306
      0.5399401     -1.4855318       0.0294711       0.0282221
      0.5656516     -1.4553937       0.0293028       0.0281015
      0.5913630     -1.4245163       0.0291018       0.0279670
      0.6170744     -1.3930175       0.0288626       0.0278166
      0.6427859     -1.3610266       0.0285796       0.0276481
      0.6684973     -1.3286857       0.0282459       0.0274591
      0.6942087     -1.2961511       0.0278543       0.0272465
      0.7199202     -1.2635942       0.0273969       0.0270075
      0.7456316     -1.2312037       0.0268652       0.0267385
      0.7713430     -1.1991862       0.0262508       0.0264361
      0.7970545     -1.1677681       0.0255454       0.0260963
      0.8227659     -1.1371963       0.0247421       0.0257154
      0.8484774     -1.1077388       0.0238359       0.0252899
      0.8741888     -1.0796844       0.0228251       0.0248167
      0.8999002     -1.0533413       0.0217132       0.0242934
      0.9256117     -1.0290341       0.0205099       0.0237193
      0.9513231     -1.0070987       0.0192330       0.0230954
      0.9770345     -0.9878756       0.0179088       0.0224251
      1.0027460     -0.9716998       0.0165726       0.0217147
      1.0284574     -0.9588889       0.0152661       0.0209739
      1.0541688     -0.9497298       0.0140349       0.0202150
      1.0798803     -0.9444642       0.0129235       0.0194527
      1.1055917     -0.9432757       0.0119695       0.0187024
      1.1313031     -0.9462795       0.0111991       0.0179778
      1.1570146     -0.9535159       0.0106214       0.0172868
      1.1827260     -0.9649497       0.0102236       0.0166228
      1.2084374     -0.9804737       0.0099522       0.0159342
      1.2341489     -0.9999170       0.0095859       0.0149278
      1.2598603     -1.0240930       0.0117249       0.0175904
      1.2855717     -0.9944208       0.0099066       0.0145620
      1.3112832     -0.9687240       0.0106534       0.0152104
      1.3369946     -0.9467757       0.0112861       0.0155374
      1.3627061     -0.9288466       0.0120150       0.0158661
      1.3884175     -0.9151562       0.0128758       0.0162685
      1.4141289     -0.9058587       0.0138652       0.0167681
      1.4398404     -0.9010308       0.0149622       0.0173695
      1.4655518     -0.9006642       0.0161351       0.0180650
      1.4912632     -0.9046646       0.0173473       0.0188384
      1.5169747     -0.9128573       0.0185618       0.0196678
      1.5426861     -0.9249976       0.0197456       0.0205285
      1.5683975     -0.9407863       0.0208717       0.0213960
      1.5941090     -0.9598859       0.0219209       0.0222480
      1.6198204     -0.9819369       0.0228813       0.0230662
      1.6455318     -1.0065721       0.0237478       0.0238369
      1.6712433     -1.0334282       0.0245204       0.0245509
      1.6969547     -1.0621548       0.0252030       0.0252030
      1.7226661     -1.0924196       0.0258017       0.0257916
      1.7483776     -1.1239127       0.0263242       0.0263176
      1.7740890     -1.1563473       0.0267784       0.0267836
      1.7998004     -1.1894606       0.0271723       0.0271936
      1.8255119     -1.2230127       0.0275135       0.0275520
      1.8512233     -1.2567857       0.0278089       0.0278636
      1.8769348     -1.2905819       0.0280649       0.0281332
      1.9026462     -1.3242221       0.0282869       0.0283653
      1.9283576     -1.3575438       0.0284798       0.0285644
      1.9540691     -1.3904000       0.0286477       0.0287342
      1.9797805     -1.4226571       0.0287944       0.0288784
      2.0054919     -1.4541941       0.0289230       0.0290002
      2.0312034     -1.4849008       0.0290360       0.0291025
      2.0569148     -1.5146772       0.0291359       0.0291876
      2.0826262     -1.5434320       0.0292244       0.0292579
      2.1083377     -1.5710822       0.0293033       0.0293153
      2.1340491     -1.5975524       0.0293741       0.0293614
      2.1597605     -1.6227736       0.0294378       0.0293977
      2.1854720     -1.6466833       0.0294955       0.0294255
      2.2111834     -1.6692246       0.0295482       0.0294459
      2.2368948     -1.6903458       0.0295965       0.0294599
      2.2626063     -1.7100003       0.0296410       0.0294682
      2.2883177     -1.7281462       0.0296823       0.0294716
      2.3140291     -1.7447457       0.0297209       0.0294707
      2.3397406     -1.7597655       0.0297570       0.0294660
      2.3654520     -1.7731760       0.0297911       0.0294581
      2.3911635     -1.7849515       0.0298233       0.0294472
      2.4168749     -1.7950700       0.0298539       0.0294336
      2.4425863     -1.8035128       0.0298830       0.0294178
      2.4682978     -1.8102649       0.0299106       0.0293998
      2.4940092     -1.8153145       0.0299370       0.0293798
      2.5197206     -1.8186534       0.0299620       0.0293581
      2.5454321     -1.8202764       0.0299857       0.0293346
 
      0.0000000     -1.7691431       0.0294673       0.0286243
      0.0257114     -1.7690979       0.0294976       0.0285929
      0.0514229     -1.7673407       0.0295275       0.0285606
      0.0771343     -1.7638764       0.0295569       0.0285273
      0.1028457     -1.7587132       0.0295856       0.0284931
      0.1285572     -1.7518625       0.0296134       0.0284577
      0.1542686     -1.7433394       0.0296400       0.0284212
      0.1799800     -1.7331624       0.0296650       0.0283833
      0.2056915     -1.7213535       0.0296881       0.0283438
      0.2314029     -1.7079386       0.0297087       0.0283027
      0.2571143     -1.6929473       0.0297262       0.0282594
      0.2828258     -1.6764136       0.0297399       0.0282139
      0.3085372     -1.6583753       0.0297490       0.0281655
      0.3342487     -1.6388750       0.0297524       0.0281140
      0.3599601     -1.6179600       0.0297489       0.0280588
      0.3856715     -1.5956825       0.0297371       0.0279993
      0.4113830     -1.5721005       0.0297154       0.0279349
      0.4370944     -1.5472775       0.0296818       0.0278646
      0.4628058     -1.5212836       0.0296339       0.0277876
      0.4885173     -1.4941958       0.0295691       0.0277028
      0.5142287     -1.4660987       0.0294840       0.0276090
      0.5399401     -1.4370852       0.0293751       0.0275048
      0.5656516     -1.4072572       0.0292378       0.0273885
      0.5913630     -1.3767272       0.0290671       0.0272582
      0.6170744     -1.3456184       0.0288571       0.0271119
      0.6427859     -1.3140667       0.0286011       0.0269470
      0.6684973     -1.2822217       0.0282915       0.0267609
      0.6942087     -1.2502482       0.0279196       0.0265505
      0.7199202     -1.2183277       0.0274761       0.0263123
      0.7456316     -1.1866599       0.0269512       0.0260427
      0.7713430     -1.1554643       0.0263344       0.0257375
      0.7970545     -1.1249811       0.0256161       0.0253927
      0.8227659     -1.0954728       0.0247876       0.0250042
      0.8484774     -1.0672237       0.0238428       0.0245679
      0.8741888     -1.0405394       0.0227799       0.0240806
      0.8999002     -1.0157447       0.0216029       0.0235400
      0.9256117     -0.9931794       0.0203237       0.0229454
      0.9513231     -0.9731917       0.0189637       0.0222985
      0.9770345     -0.9561297       0.0175547       0.0216037
      1.0027460     -0.9423294       0.0161378       0.0208685
      1.0284574     -0.9321011       0.0147610       0.0201041
      1.0541688     -0.9257145       0.0134748       0.0193245
      1.0798803     -0.9233842       0.0123264       0.0185457
      1.1055917     -0.9252576       0.0113533       0.0177841
      1.1313031     -0.9314060       0.0105783       0.0170534
      1.1570146     -0.9418222       0.0100055       0.0163605
      1.1827260     -0.9564226       0.0096153       0.0156965
      1.2084374     -0.9750550       0.0093461       0.0150038
      1.2341489     -0.9975091       0.0089545       0.0139606
      1.2598603     -1.0235913       0.0091732       0.0137648
      1.2855717     -0.9920534       0.0092525       0.0136140
      1.3112832     -0.9632962       0.0100084       0.0143184
      1.3369946     -0.9381435       0.0106239       0.0146649
      1.3627061     -0.9169014       0.0113324       0.0150064
      1.3884175     -0.8998345       0.0121773       0.0154215
      1.4141289     -0.8871499       0.0131603       0.0159377
      1.4398404     -0.8789814       0.0142639       0.0165624
      1.4655518     -0.8753778       0.0154575       0.0172900
      1.4912632     -0.8762968       0.0167034       0.0181047
      1.5169747     -0.8816064       0.0179615       0.0189839
      1.5426861     -0.8910934       0.0191946       0.0199004
      1.5683975     -0.9044767       0.0203711       0.0208266
      1.5941090     -0.9214249       0.0214678       0.0217370
      1.6198204     -0.9415741       0.0224699       0.0226100
      1.6455318     -0.9645450       0.0233705       0.0234294
      1.6712433     -0.9899568       0.0241689       0.0241843
      1.6969547     -1.0174383       0.0248689       0.0248689
      1.7226661     -1.0466359       0.0254774       0.0254812
      1.7483776     -1.0772179       0.0260031       0.0260225
      1.7740890     -1.1088775       0.0264549       0.0264963
      1.7998004     -1.1413332       0.0268422       0.0269074
      1.8255119     -1.1743286       0.0271734       0.0272613
      1.8512233     -1.2076311       0.0274565       0.0275639
      1.8769348     -1.2410303       0.0276985       0.0278207
      1.9026462     -1.2743359       0.0279056       0.0280373
      1.9283576     -1.3073762       0.0280831       0.0282187
      1.9540691     -1.3399961       0.0282357       0.0283694
      1.9797805     -1.3720553       0.0283673       0.0284936
      2.0054919     -1.4034271       0.0284813       0.0285948
      2.0312034     -1.4339964       0.0285804       0.0286763
      2.0569148     -1.4636592       0.0286672       0.0287407
      2.0826262     -1.4923207       0.0287437       0.0287906
      2.1083377     -1.5198953       0.0288115       0.0288280
      2.1340491     -1.5463048       0.0288721       0.0288548
      2.1597605     -1.5714784       0.0289269       0.0288724
      2.1854720     -1.5953519       0.0289767       0.0288822
      2.2111834     -1.6178668       0.0290224       0.0288854
      2.2368948     -1.6389705       0.0290649       0.0288830
      2.2626063     -1.6586152       0.0291048       0.0288758
      2.2883177     -1.6767583       0.0291424       0.0288645
      2.3140291     -1.6933613       0.0291784       0.0288497
      2.3397406     -1.7083902       0.0292130       0.0288320
      2.3654520     -1.7218152       0.0292466       0.0288118
      2.3911635     -1.7336100       0.0292794       0.0287894
      2.4168749     -1.7437523       0.0293116       0.0287653
      2.4425863     -1.7522235       0.0293433       0.0287395
      2.4682978     -1.7590083       0.0293747       0.0287124
      2.4940092     -1.7640949       0.0294058       0.0286841
      2.5197206     -1.7674748       0.0294367       0.0286547
      2.5454321     -1.7691431       0.0294673       0.0286243
 
      0.0000000     -1.7179874       0.0288195       0.0277817
      0.0257114     -1.7179932       0.0288580       0.0277441
      0.0514229     -1.7162903       0.0288973       0.0277062
      0.0771343     -1.7128837       0.0289374       0.0276681
      0.1028457     -1.7077817       0.0289781       0.0276298
      0.1285572     -1.7009962       0.0290192       0.0275910
      0.1542686     -1.6925425       0.0290604       0.0275518
      0.1799800     -1.6824396       0.0291015       0.0275118
      0.2056915     -1.6707099       0.0291421       0.0274710
      0.2314029     -1.6573800       0.0291817       0.0274291
      0.2571143     -1.6424802       0.0292198       0.0273858
      0.2828258     -1.6260451       0.0292557       0.0273408
      0.3085372     -1.6081136       0.0292885       0.0272937
      0.3342487     -1.5887292       0.0293173       0.0272440
      0.3599601     -1.5679406       0.0293410       0.0271912
      0.3856715     -1.5458014       0.0293580       0.0271347
      0.4113830     -1.5223713       0.0293667       0.0270737
      0.4370944     -1.4977159       0.0293651       0.0270075
      0.4628058     -1.4719075       0.0293508       0.0269350
      0.4885173     -1.4450259       0.0293208       0.0268552
      0.5142287     -1.4171588       0.0292719       0.0267667
      0.5399401     -1.3884029       0.0291998       0.0266681
      0.5656516     -1.3588646       0.0290999       0.0265575
      0.5913630     -1.3286612       0.0289664       0.0264331
      0.6170744     -1.2979221       0.0287927       0.0262924
      0.6427859     -1.2667902       0.0285712       0.0261329
      0.6684973     -1.2354229       0.0282930       0.0259515
      0.6942087     -1.2039946       0.0279481       0.0257450
      0.7199202     -1.1726974       0.0275256       0.0255095
      0.7456316     -1.1417432       0.0270134       0.0252409
      0.7713430     -1.1113652       0.0263994       0.0249348
      0.7970545     -1.0818193       0.0256714       0.0245867
      0.8227659     -1.0533844       0.0248191       0.0241919
      0.8484774     -1.0263624       0.0238350       0.0237461
      0.8741888     -1.0010772       0.0227166       0.0232460
      0.8999002     -0.9778709       0.0214691       0.0226891
      0.9256117     -0.9570985       0.0201071       0.0220753
      0.9513231     -0.9391200       0.0186569       0.0214067
      0.9770345     -0.9242891       0.0171565       0.0206889
      1.0027460     -0.9129395       0.0156543       0.0199311
      1.0284574     -0.9053695       0.0142054       0.0191461
      1.0541688     -0.9018264       0.0128653       0.0183496
      1.0798803     -0.9024915       0.0116834       0.0175590
      1.1055917     -0.9074702       0.0106958       0.0167914
      1.1313031     -0.9167858       0.0099213       0.0160604
      1.1570146     -0.9303808       0.0093576       0.0153718
      1.1827260     -0.9481229       0.0089780       0.0147142
      1.2084374     -0.9698164       0.0087138       0.0140253
      1.2341489     -0.9952146       0.0083039       0.0129605
      1.2598603     -1.0235738       0.0101757       0.0152694
      1.2855717     -0.9897987       0.0085788       0.0126345
      1.3112832     -0.9580490       0.0093347       0.0133810
      1.3369946     -0.9297397       0.0099283       0.0137411
      1.3627061     -0.9052075       0.0106116       0.0140908
      1.3884175     -0.8847586       0.0114347       0.0145140
      1.4141289     -0.8686517       0.0124051       0.0150423
      1.4398404     -0.8570793       0.0135092       0.0156862
      1.4655518     -0.8501515       0.0147186       0.0164425
      1.4912632     -0.8478851       0.0159952       0.0172967
      1.5169747     -0.8501994       0.0172960       0.0182252
      1.5426861     -0.8569206       0.0185792       0.0191990
      1.5683975     -0.8677934       0.0198082       0.0201868
      1.5941090     -0.8824981       0.0209550       0.0211591
      1.6198204     -0.9006699       0.0220010       0.0220905
      1.6455318     -0.9219189       0.0229369       0.0229617
      1.6712433     -0.9458463       0.0237610       0.0237596
      1.6969547     -0.9720593       0.0244773       0.0244773
      1.7226661     -1.0001804       0.0250934       0.0251128
      1.7483776     -1.0298543       0.0256190       0.0256677
      1.7740890     -1.0607515       0.0260648       0.0261465
      1.7998004     -1.0925699       0.0264411       0.0265551
      1.8255119     -1.1250345       0.0267579       0.0269004
      1.8512233     -1.1578964       0.0270240       0.0271894
      1.8769348     -1.1909310       0.0272476       0.0274288
      1.9026462     -1.2239361       0.0274354       0.0276251
      1.9283576     -1.2567297       0.0275934       0.0277843
      1.9540691     -1.2891481       0.0277267       0.0279114
      1.9797805     -1.3210437       0.0278396       0.0280113
      2.0054919     -1.3522835       0.0279357       0.0280880
      2.0312034     -1.3827476       0.0280179       0.0281450
      2.0569148     -1.4123275       0.0280889       0.0281854
      2.0826262     -1.4409251       0.0281507       0.0282118
      2.1083377     -1.4684516       0.0282051       0.0282265
      2.1340491     -1.4948265       0.0282536       0.0282313
      2.1597605     -1.5199770       0.0282974       0.0282280
      2.1854720     -1.5438369       0.0283376       0.0282179
      2.2111834     -1.5663467       0.0283750       0.0282021
      2.2368948     -1.5874523       0.0284104       0.0281817
      2.2626063     -1.6071052       0.0284443       0.0281576
      2.2883177     -1.6252617       0.0284773       0.0281304
      2.3140291     -1.6418830       0.0285098       0.0281007
      2.3397406     -1.6569345       0.0285421       0.0280690
      2.3654520     -1.6703858       0.0285745       0.0280358
      2.3911635     -1.6822104       0.0286073       0.0280014
      2.4168749     -1.6923859       0.0286406       0.0279660
      2.4425863     -1.7008934       0.0286747       0.0279300
      2.4682978     -1.7077173       0.0287095       0.0278934
      2.4940092     -1.7128460       0.0287452       0.0278564
      2.5197206     -1.7162711       0.0287819       0.0278192
      2.5454321     -1.7179874       0.0288195       0.0277817
 
      0.0000000     -1.6669489       0.0280410       0.0268092
