# Orbital magnetization in unit of Bohr magneton \mu_B
#col     1           2           3           4           5           6           7           8           9          10          11          12          13          14          15
#                                      Sum over 1~NumOccupied bands       values at NumOccupied'th band               Sum below Fermi level               values at Fermi level
# kx (1/A)    ky (1/A)    kz (1/A)         m_x         m_y         m_z         m_x         m_y         m_z         m_x         m_y         m_z         m_x         m_y         m_z
    0.322936    0.262548    0.000000  0.0000E+00  0.0000E+00  0.3136E-02  0.0000E+00  0.0000E+00  0.3136E-02  0.0000E+00  0.0000E+00  0.3136E-02  0.0000E+00  0.0000E+00  0.0000E+00
    0.336117    0.285378    0.000000  0.0000E+00  0.0000E+00  0.3990E-02  0.0000E+00  0.0000E+00  0.3990E-02  0.0000E+00  0.0000E+00  0.3990E-02  0.0000E+00  0.0000E+00  0.0000E+00
    0.349298    0.308208    0.000000  0.0000E+00  0.0000E+00  0.5047E-02  0.0000E+00  0.0000E+00  0.5047E-02  0.0000E+00  0.0000E+00  0.5047E-02  0.0000E+00  0.0000E+00  0.0000E+00
    0.362479    0.331039    0.000000  0.0000E+00  0.0000E+00  0.6352E-02  0.0000E+00  0.0000E+00  0.6352E-02  0.0000E+00  0.0000E+00  0.6352E-02  0.0000E+00  0.0000E+00  0.0000E+00
    0.375660    0.353869    0.000000  0.0000E+00  0.0000E+00  0.7961E-02  0.0000E+00  0.0000E+00  0.7961E-02  0.0000E+00  0.0000E+00  0.7961E-02  0.0000E+00  0.0000E+00  0.0000E+00
    0.388841    0.376699    0.000000  0.0000E+00  0.0000E+00  0.9940E-02  0.0000E+00  0.0000E+00  0.9940E-02  0.0000E+00  0.0000E+00  0.9940E-02  0.0000E+00  0.0000E+00  0.0000E+00
    0.402022    0.399529    0.000000  0.0000E+00  0.0000E+00  0.1236E-01  0.0000E+00  0.0000E+00  0.1236E-01  0.0000E+00  0.0000E+00  0.1236E-01  0.0000E+00  0.0000E+00  0.0000E+00
    0.415203    0.422360    0.000000  0.0000E+00  0.0000E+00  0.1531E-01  0.0000E+00  0.0000E+00  0.1531E-01  0.0000E+00  0.0000E+00  0.1531E-01  0.0000E+00  0.0000E+00  0.0000E+00
    0.428384    0.445190    0.000000  0.0000E+00  0.0000E+00  0.1886E-01  0.0000E+00  0.0000E+00  0.1886E-01  0.0000E+00  0.0000E+00  0.1886E-01  0.0000E+00  0.0000E+00  0.0000E+00
    0.441565    0.468020    0.000000  0.0000E+00  0.0000E+00  0.2304E-01  0.0000E+00  0.0000E+00  0.2304E-01  0.0000E+00  0.0000E+00  0.2304E-01  0.0000E+00  0.0000E+00  0.0000E+00
    0.454746    0.490850    0.000000  0.0000E+00  0.0000E+00  0.2783E-01  0.0000E+00  0.0000E+00  0.2783E-01  0.0000E+00  0.0000E+00  0.2783E-01  0.0000E+00  0.0000E+00  0.0000E+00
    0.467927    0.513681    0.000000  0.0000E+00  0.0000E+00  0.3302E-01  0.0000E+00  0.0000E+00  0.3302E-01  0.0000E+00  0.0000E+00  0.3302E-01  0.0000E+00  0.0000E+00  0.0000E+00
    0.481108    0.536511    0.000000  0.0000E+00  0.0000E+00  0.3818E-01  0.0000E+00  0.0000E+00  0.3818E-01  0.0000E+00  0.0000E+00  0.3818E-01  0.0000E+00  0.0000E+00  0.0000E+00
    0.494289    0.559341    0.000000  0.0000E+00  0.0000E+00  0.4262E-01  0.0000E+00  0.0000E+00  0.4262E-01  0.0000E+00  0.0000E+00  0.4262E-01  0.0000E+00  0.0000E+00  0.0000E+00
    0.507470    0.582171    0.000000  0.0000E+00  0.0000E+00  0.4548E-01  0.0000E+00  0.0000E+00  0.4548E-01  0.0000E+00  0.0000E+00  0.4548E-01  0.0000E+00  0.0000E+00  0.0000E+00
    0.520651    0.605002    0.000000  0.0000E+00  0.0000E+00  0.4609E-01  0.0000E+00  0.0000E+00  0.4609E-01  0.0000E+00  0.0000E+00  0.4609E-01  0.0000E+00  0.0000E+00  0.0000E+00
    0.533833    0.627832    0.000000  0.0000E+00  0.0000E+00  0.4430E-01  0.0000E+00  0.0000E+00  0.4430E-01  0.0000E+00  0.0000E+00  0.4430E-01  0.0000E+00  0.0000E+00  0.0000E+00
    0.547014    0.650662    0.000000  0.0000E+00  0.0000E+00  0.4054E-01  0.0000E+00  0.0000E+00  0.4054E-01  0.0000E+00  0.0000E+00  0.4054E-01  0.0000E+00  0.0000E+00  0.0000E+00
    0.560195    0.673492    0.000000  0.0000E+00  0.0000E+00  0.3564E-01  0.0000E+00  0.0000E+00  0.3564E-01  0.0000E+00  0.0000E+00  0.3564E-01  0.0000E+00  0.0000E+00  0.0000E+00
  
   -0.191125   -0.673492    0.000000  0.0000E+00  0.0000E+00  0.3501E-01  0.0000E+00  0.0000E+00  0.3501E-01  0.0000E+00  0.0000E+00  0.3501E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.177944   -0.650662    0.000000  0.0000E+00  0.0000E+00  0.2950E-01  0.0000E+00  0.0000E+00  0.2950E-01  0.0000E+00  0.0000E+00  0.2950E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.164763   -0.627832    0.000000  0.0000E+00  0.0000E+00  0.2443E-01  0.0000E+00  0.0000E+00  0.2443E-01  0.0000E+00  0.0000E+00  0.2443E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.151582   -0.605002    0.000000  0.0000E+00  0.0000E+00  0.2002E-01  0.0000E+00  0.0000E+00  0.2002E-01  0.0000E+00  0.0000E+00  0.2002E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.138401   -0.582171    0.000000  0.0000E+00  0.0000E+00  0.1628E-01  0.0000E+00  0.0000E+00  0.1628E-01  0.0000E+00  0.0000E+00  0.1628E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.125220   -0.559341    0.000000  0.0000E+00  0.0000E+00  0.1318E-01  0.0000E+00  0.0000E+00  0.1318E-01  0.0000E+00  0.0000E+00  0.1318E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.112039   -0.536511    0.000000  0.0000E+00  0.0000E+00  0.1063E-01  0.0000E+00  0.0000E+00  0.1063E-01  0.0000E+00  0.0000E+00  0.1063E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.098858   -0.513681    0.000000  0.0000E+00  0.0000E+00  0.8550E-02  0.0000E+00  0.0000E+00  0.8550E-02  0.0000E+00  0.0000E+00  0.8550E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.085677   -0.490850    0.000000  0.0000E+00  0.0000E+00  0.6855E-02  0.0000E+00  0.0000E+00  0.6855E-02  0.0000E+00  0.0000E+00  0.6855E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.072496   -0.468020    0.000000  0.0000E+00  0.0000E+00  0.5477E-02  0.0000E+00  0.0000E+00  0.5477E-02  0.0000E+00  0.0000E+00  0.5477E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.059315   -0.445190    0.000000  0.0000E+00  0.0000E+00  0.4359E-02  0.0000E+00  0.0000E+00  0.4359E-02  0.0000E+00  0.0000E+00  0.4359E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.046134   -0.422360    0.000000  0.0000E+00  0.0000E+00  0.3452E-02  0.0000E+00  0.0000E+00  0.3452E-02  0.0000E+00  0.0000E+00  0.3452E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.032953   -0.399529    0.000000  0.0000E+00  0.0000E+00  0.2718E-02  0.0000E+00  0.0000E+00  0.2718E-02  0.0000E+00  0.0000E+00  0.2718E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.019772   -0.376699    0.000000  0.0000E+00  0.0000E+00  0.2125E-02  0.0000E+00  0.0000E+00  0.2125E-02  0.0000E+00  0.0000E+00  0.2125E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.006591   -0.353869    0.000000  0.0000E+00  0.0000E+00  0.1647E-02  0.0000E+00  0.0000E+00  0.1647E-02  0.0000E+00  0.0000E+00  0.1647E-02  0.0000E+00  0.0000E+00  0.0000E+00
    0.006591   -0.331039    0.000000  0.0000E+00  0.0000E+00  0.1264E-02  0.0000E+00  0.0000E+00  0.1264E-02  0.0000E+00  0.0000E+00  0.1264E-02  0.0000E+00  0.0000E+00  0.0000E+00
    0.019772   -0.308208    0.000000  0.0000E+00  0.0000E+00  0.9583E-03  0.0000E+00  0.0000E+00  0.9583E-03  0.0000E+00  0.0000E+00  0.9583E-03  0.0000E+00  0.0000E+00  0.0000E+00
    0.032953   -0.285378    0.000000  0.0000E+00  0.0000E+00  0.7157E-03  0.0000E+00  0.0000E+00  0.7157E-03  0.0000E+00  0.0000E+00  0.7157E-03  0.0000E+00  0.0000E+00  0.0000E+00
    0.046134   -0.262548    0.000000  0.0000E+00  0.0000E+00  0.5246E-03  0.0000E+00  0.0000E+00  0.5246E-03  0.0000E+00  0.0000E+00  0.5246E-03  0.0000E+00  0.0000E+00  0.0000E+00
    0.059315   -0.239718    0.000000  0.0000E+00  0.0000E+00  0.3755E-03  0.0000E+00  0.0000E+00  0.3755E-03  0.0000E+00  0.0000E+00  0.3755E-03  0.0000E+00  0.0000E+00  0.0000E+00
    0.072496   -0.216887    0.000000  0.0000E+00  0.0000E+00  0.2605E-03  0.0000E+00  0.0000E+00  0.2605E-03  0.0000E+00  0.0000E+00  0.2605E-03  0.0000E+00  0.0000E+00  0.0000E+00
    0.085677   -0.194057    0.000000  0.0000E+00  0.0000E+00  0.1734E-03  0.0000E+00  0.0000E+00  0.1734E-03  0.0000E+00  0.0000E+00  0.1734E-03  0.0000E+00  0.0000E+00  0.0000E+00
    0.098858   -0.171227    0.000000  0.0000E+00  0.0000E+00  0.1089E-03  0.0000E+00  0.0000E+00  0.1089E-03  0.0000E+00  0.0000E+00  0.1089E-03  0.0000E+00  0.0000E+00  0.0000E+00
    0.112039   -0.148397    0.000000  0.0000E+00  0.0000E+00  0.6323E-04  0.0000E+00  0.0000E+00  0.6323E-04  0.0000E+00  0.0000E+00  0.6323E-04  0.0000E+00  0.0000E+00  0.0000E+00
    0.125220   -0.125566    0.000000  0.0000E+00  0.0000E+00  0.3342E-04  0.0000E+00  0.0000E+00  0.3342E-04  0.0000E+00  0.0000E+00  0.3342E-04  0.0000E+00  0.0000E+00  0.0000E+00
    0.138401   -0.102736    0.000000  0.0000E+00  0.0000E+00  0.1750E-04  0.0000E+00  0.0000E+00  0.1750E-04  0.0000E+00  0.0000E+00  0.1750E-04  0.0000E+00  0.0000E+00  0.0000E+00
    0.151582   -0.079906    0.000000  0.0000E+00  0.0000E+00  0.1436E-04  0.0000E+00  0.0000E+00  0.1436E-04  0.0000E+00  0.0000E+00  0.1436E-04  0.0000E+00  0.0000E+00  0.0000E+00
    0.164763   -0.057076    0.000000  0.0000E+00  0.0000E+00  0.2382E-04  0.0000E+00  0.0000E+00  0.2382E-04  0.0000E+00  0.0000E+00  0.2382E-04  0.0000E+00  0.0000E+00  0.0000E+00
    0.177944   -0.034245    0.000000  0.0000E+00  0.0000E+00  0.4650E-04  0.0000E+00  0.0000E+00  0.4650E-04  0.0000E+00  0.0000E+00  0.4650E-04  0.0000E+00  0.0000E+00  0.0000E+00
    0.191125   -0.011415    0.000000  0.0000E+00  0.0000E+00  0.8394E-04  0.0000E+00  0.0000E+00  0.8394E-04  0.0000E+00  0.0000E+00  0.8394E-04  0.0000E+00  0.0000E+00  0.0000E+00
    0.204306    0.011415    0.000000  0.0000E+00  0.0000E+00  0.1386E-03  0.0000E+00  0.0000E+00  0.1386E-03  0.0000E+00  0.0000E+00  0.1386E-03  0.0000E+00  0.0000E+00  0.0000E+00
    0.217487    0.034245    0.000000  0.0000E+00  0.0000E+00  0.2138E-03  0.0000E+00  0.0000E+00  0.2138E-03  0.0000E+00  0.0000E+00  0.2138E-03  0.0000E+00  0.0000E+00  0.0000E+00
    0.230668    0.057076    0.000000  0.0000E+00  0.0000E+00  0.3142E-03  0.0000E+00  0.0000E+00  0.3142E-03  0.0000E+00  0.0000E+00  0.3142E-03  0.0000E+00  0.0000E+00  0.0000E+00
    0.243849    0.079906    0.000000  0.0000E+00  0.0000E+00  0.4454E-03  0.0000E+00  0.0000E+00  0.4454E-03  0.0000E+00  0.0000E+00  0.4454E-03  0.0000E+00  0.0000E+00  0.0000E+00
    0.257030    0.102736    0.000000  0.0000E+00  0.0000E+00  0.6144E-03  0.0000E+00  0.0000E+00  0.6144E-03  0.0000E+00  0.0000E+00  0.6144E-03  0.0000E+00  0.0000E+00  0.0000E+00
    0.270212    0.125566    0.000000  0.0000E+00  0.0000E+00  0.8299E-03  0.0000E+00  0.0000E+00  0.8299E-03  0.0000E+00  0.0000E+00  0.8299E-03  0.0000E+00  0.0000E+00  0.0000E+00
    0.283393    0.148397    0.000000  0.0000E+00  0.0000E+00  0.1103E-02  0.0000E+00  0.0000E+00  0.1103E-02  0.0000E+00  0.0000E+00  0.1103E-02  0.0000E+00  0.0000E+00  0.0000E+00
    0.296574    0.171227    0.000000  0.0000E+00  0.0000E+00  0.1445E-02  0.0000E+00  0.0000E+00  0.1445E-02  0.0000E+00  0.0000E+00  0.1445E-02  0.0000E+00  0.0000E+00  0.0000E+00
    0.309755    0.194057    0.000000  0.0000E+00  0.0000E+00  0.1873E-02  0.0000E+00  0.0000E+00  0.1873E-02  0.0000E+00  0.0000E+00  0.1873E-02  0.0000E+00  0.0000E+00  0.0000E+00
    0.322936    0.216887    0.000000  0.0000E+00  0.0000E+00  0.2405E-02  0.0000E+00  0.0000E+00  0.2405E-02  0.0000E+00  0.0000E+00  0.2405E-02  0.0000E+00  0.0000E+00  0.0000E+00
    0.336117    0.239718    0.000000  0.0000E+00  0.0000E+00  0.3066E-02  0.0000E+00  0.0000E+00  0.3066E-02  0.0000E+00  0.0000E+00  0.3066E-02  0.0000E+00  0.0000E+00  0.0000E+00
    0.349298    0.262548    0.000000  0.0000E+00  0.0000E+00  0.3882E-02  0.0000E+00  0.0000E+00  0.3882E-02  0.0000E+00  0.0000E+00  0.3882E-02  0.0000E+00  0.0000E+00  0.0000E+00
    0.362479    0.285378    0.000000  0.0000E+00  0.0000E+00  0.4889E-02  0.0000E+00  0.0000E+00  0.4889E-02  0.0000E+00  0.0000E+00  0.4889E-02  0.0000E+00  0.0000E+00  0.0000E+00
    0.375660    0.308208    0.000000  0.0000E+00  0.0000E+00  0.6131E-02  0.0000E+00  0.0000E+00  0.6131E-02  0.0000E+00  0.0000E+00  0.6131E-02  0.0000E+00  0.0000E+00  0.0000E+00
    0.388841    0.331039    0.000000  0.0000E+00  0.0000E+00  0.7659E-02  0.0000E+00  0.0000E+00  0.7659E-02  0.0000E+00  0.0000E+00  0.7659E-02  0.0000E+00  0.0000E+00  0.0000E+00
    0.402022    0.353869    0.000000  0.0000E+00  0.0000E+00  0.9537E-02  0.0000E+00  0.0000E+00  0.9537E-02  0.0000E+00  0.0000E+00  0.9537E-02  0.0000E+00  0.0000E+00  0.0000E+00
    0.415203    0.376699    0.000000  0.0000E+00  0.0000E+00  0.1184E-01  0.0000E+00  0.0000E+00  0.1184E-01  0.0000E+00  0.0000E+00  0.1184E-01  0.0000E+00  0.0000E+00  0.0000E+00
    0.428384    0.399529    0.000000  0.0000E+00  0.0000E+00  0.1465E-01  0.0000E+00  0.0000E+00  0.1465E-01  0.0000E+00  0.0000E+00  0.1465E-01  0.0000E+00  0.0000E+00  0.0000E+00
    0.441565    0.422360    0.000000  0.0000E+00  0.0000E+00  0.1806E-01  0.0000E+00  0.0000E+00  0.1806E-01  0.0000E+00  0.0000E+00  0.1806E-01  0.0000E+00  0.0000E+00  0.0000E+00
    0.454746    0.445190    0.000000  0.0000E+00  0.0000E+00  0.2214E-01  0.0000E+00  0.0000E+00  0.2214E-01  0.0000E+00  0.0000E+00  0.2214E-01  0.0000E+00  0.0000E+00  0.0000E+00
    0.467927    0.468020    0.000000  0.0000E+00  0.0000E+00  0.2689E-01  0.0000E+00  0.0000E+00  0.2689E-01  0.0000E+00  0.0000E+00  0.2689E-01  0.0000E+00  0.0000E+00  0.0000E+00
    0.481108    0.490850    0.000000  0.0000E+00  0.0000E+00  0.3222E-01  0.0000E+00  0.0000E+00  0.3222E-01  0.0000E+00  0.0000E+00  0.3222E-01  0.0000E+00  0.0000E+00  0.0000E+00
    0.494289    0.513681    0.000000  0.0000E+00  0.0000E+00  0.3780E-01  0.0000E+00  0.0000E+00  0.3780E-01  0.0000E+00  0.0000E+00  0.3780E-01  0.0000E+00  0.0000E+00  0.0000E+00
    0.507470    0.536511    0.000000  0.0000E+00  0.0000E+00  0.4304E-01  0.0000E+00  0.0000E+00  0.4304E-01  0.0000E+00  0.0000E+00  0.4304E-01  0.0000E+00  0.0000E+00  0.0000E+00
    0.520651    0.559341    0.000000  0.0000E+00  0.0000E+00  0.4706E-01  0.0000E+00  0.0000E+00  0.4706E-01  0.0000E+00  0.0000E+00  0.4706E-01  0.0000E+00  0.0000E+00  0.0000E+00
    0.533833    0.582171    0.000000  0.0000E+00  0.0000E+00  0.4898E-01  0.0000E+00  0.0000E+00  0.4898E-01  0.0000E+00  0.0000E+00  0.4898E-01  0.0000E+00  0.0000E+00  0.0000E+00
    0.547014    0.605002    0.000000  0.0000E+00  0.0000E+00  0.4833E-01  0.0000E+00  0.0000E+00  0.4833E-01  0.0000E+00  0.0000E+00  0.4833E-01  0.0000E+00  0.0000E+00  0.0000E+00
    0.560195    0.627832    0.000000  0.0000E+00  0.0000E+00  0.4526E-01  0.0000E+00  0.0000E+00  0.4526E-01  0.0000E+00  0.0000E+00  0.4526E-01  0.0000E+00  0.0000E+00  0.0000E+00
    0.573376    0.650662    0.000000  0.0000E+00  0.0000E+00  0.4051E-01  0.0000E+00  0.0000E+00  0.4051E-01  0.0000E+00  0.0000E+00  0.4051E-01  0.0000E+00  0.0000E+00  0.0000E+00
    0.586557    0.673492    0.000000  0.0000E+00  0.0000E+00  0.3501E-01  0.0000E+00  0.0000E+00  0.3501E-01  0.0000E+00  0.0000E+00  0.3501E-01  0.0000E+00  0.0000E+00  0.0000E+00
  
   -0.164763   -0.673492    0.000000  0.0000E+00  0.0000E+00  0.3435E-01  0.0000E+00  0.0000E+00  0.3435E-01  0.0000E+00  0.0000E+00  0.3435E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.151582   -0.650662    0.000000  0.0000E+00  0.0000E+00  0.2866E-01  0.0000E+00  0.0000E+00  0.2866E-01  0.0000E+00  0.0000E+00  0.2866E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.138401   -0.627832    0.000000  0.0000E+00  0.0000E+00  0.2361E-01  0.0000E+00  0.0000E+00  0.2361E-01  0.0000E+00  0.0000E+00  0.2361E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.125220   -0.605002    0.000000  0.0000E+00  0.0000E+00  0.1928E-01  0.0000E+00  0.0000E+00  0.1928E-01  0.0000E+00  0.0000E+00  0.1928E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.112039   -0.582171    0.000000  0.0000E+00  0.0000E+00  0.1568E-01  0.0000E+00  0.0000E+00  0.1568E-01  0.0000E+00  0.0000E+00  0.1568E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.098858   -0.559341    0.000000  0.0000E+00  0.0000E+00  0.1270E-01  0.0000E+00  0.0000E+00  0.1270E-01  0.0000E+00  0.0000E+00  0.1270E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.085677   -0.536511    0.000000  0.0000E+00  0.0000E+00  0.1027E-01  0.0000E+00  0.0000E+00  0.1027E-01  0.0000E+00  0.0000E+00  0.1027E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.072496   -0.513681    0.000000  0.0000E+00  0.0000E+00  0.8283E-02  0.0000E+00  0.0000E+00  0.8283E-02  0.0000E+00  0.0000E+00  0.8283E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.059315   -0.490850    0.000000  0.0000E+00  0.0000E+00  0.6665E-02  0.0000E+00  0.0000E+00  0.6665E-02  0.0000E+00  0.0000E+00  0.6665E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.046134   -0.468020    0.000000  0.0000E+00  0.0000E+00  0.5348E-02  0.0000E+00  0.0000E+00  0.5348E-02  0.0000E+00  0.0000E+00  0.5348E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.032953   -0.445190    0.000000  0.0000E+00  0.0000E+00  0.4276E-02  0.0000E+00  0.0000E+00  0.4276E-02  0.0000E+00  0.0000E+00  0.4276E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.019772   -0.422360    0.000000  0.0000E+00  0.0000E+00  0.3403E-02  0.0000E+00  0.0000E+00  0.3403E-02  0.0000E+00  0.0000E+00  0.3403E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.006591   -0.399529    0.000000  0.0000E+00  0.0000E+00  0.2694E-02  0.0000E+00  0.0000E+00  0.2694E-02  0.0000E+00  0.0000E+00  0.2694E-02  0.0000E+00  0.0000E+00  0.0000E+00
    0.006591   -0.376699    0.000000  0.0000E+00  0.0000E+00  0.2118E-02  0.0000E+00  0.0000E+00  0.2118E-02  0.0000E+00  0.0000E+00  0.2118E-02  0.0000E+00  0.0000E+00  0.0000E+00
    0.019772   -0.353869    0.000000  0.0000E+00  0.0000E+00  0.1652E-02  0.0000E+00  0.0000E+00  0.1652E-02  0.0000E+00  0.0000E+00  0.1652E-02  0.0000E+00  0.0000E+00  0.0000E+00
    0.032953   -0.331039    0.000000  0.0000E+00  0.0000E+00  0.1276E-02  0.0000E+00  0.0000E+00  0.1276E-02  0.0000E+00  0.0000E+00  0.1276E-02  0.0000E+00  0.0000E+00  0.0000E+00
    0.046134   -0.308208    0.000000  0.0000E+00  0.0000E+00  0.9732E-03  0.0000E+00  0.0000E+00  0.9732E-03  0.0000E+00  0.0000E+00  0.9732E-03  0.0000E+00  0.0000E+00  0.0000E+00
    0.059315   -0.285378    0.000000  0.0000E+00  0.0000E+00  0.7312E-03  0.0000E+00  0.0000E+00  0.7312E-03  0.0000E+00  0.0000E+00  0.7312E-03  0.0000E+00  0.0000E+00  0.0000E+00
    0.072496   -0.262548    0.000000  0.0000E+00  0.0000E+00  0.5390E-03  0.0000E+00  0.0000E+00  0.5390E-03  0.0000E+00  0.0000E+00  0.5390E-03  0.0000E+00  0.0000E+00  0.0000E+00
    0.085677   -0.239718    0.000000  0.0000E+00  0.0000E+00  0.3880E-03  0.0000E+00  0.0000E+00  0.3880E-03  0.0000E+00  0.0000E+00  0.3880E-03  0.0000E+00  0.0000E+00  0.0000E+00
    0.098858   -0.216887    0.000000  0.0000E+00  0.0000E+00  0.2708E-03  0.0000E+00  0.0000E+00  0.2708E-03  0.0000E+00  0.0000E+00  0.2708E-03  0.0000E+00  0.0000E+00  0.0000E+00
    0.112039   -0.194057    0.000000  0.0000E+00  0.0000E+00  0.1817E-03  0.0000E+00  0.0000E+00  0.1817E-03  0.0000E+00  0.0000E+00  0.1817E-03  0.0000E+00  0.0000E+00  0.0000E+00
    0.125220   -0.171227    0.000000  0.0000E+00  0.0000E+00  0.1162E-03  0.0000E+00  0.0000E+00  0.1162E-03  0.0000E+00  0.0000E+00  0.1162E-03  0.0000E+00  0.0000E+00  0.0000E+00
    0.138401   -0.148397    0.000000  0.0000E+00  0.0000E+00  0.7077E-04  0.0000E+00  0.0000E+00  0.7077E-04  0.0000E+00  0.0000E+00  0.7077E-04  0.0000E+00  0.0000E+00  0.0000E+00
    0.151582   -0.125566    0.000000  0.0000E+00  0.0000E+00  0.4302E-04  0.0000E+00  0.0000E+00  0.4302E-04  0.0000E+00  0.0000E+00  0.4302E-04  0.0000E+00  0.0000E+00  0.0000E+00
    0.164763   -0.102736    0.000000  0.0000E+00  0.0000E+00  0.3141E-04  0.0000E+00  0.0000E+00  0.3141E-04  0.0000E+00  0.0000E+00  0.3141E-04  0.0000E+00  0.0000E+00  0.0000E+00
    0.177944   -0.079906    0.000000  0.0000E+00  0.0000E+00  0.3526E-04  0.0000E+00  0.0000E+00  0.3526E-04  0.0000E+00  0.0000E+00  0.3526E-04  0.0000E+00  0.0000E+00  0.0000E+00
    0.191125   -0.057076    0.000000  0.0000E+00  0.0000E+00  0.5481E-04  0.0000E+00  0.0000E+00  0.5481E-04  0.0000E+00  0.0000E+00  0.5481E-04  0.0000E+00  0.0000E+00  0.0000E+00
    0.204306   -0.034245    0.000000  0.0000E+00  0.0000E+00  0.9114E-04  0.0000E+00  0.0000E+00  0.9114E-04  0.0000E+00  0.0000E+00  0.9114E-04  0.0000E+00  0.0000E+00  0.0000E+00
    0.217487   -0.011415    0.000000  0.0000E+00  0.0000E+00  0.1462E-03  0.0000E+00  0.0000E+00  0.1462E-03  0.0000E+00  0.0000E+00  0.1462E-03  0.0000E+00  0.0000E+00  0.0000E+00
    0.230668    0.011415    0.000000  0.0000E+00  0.0000E+00  0.2230E-03  0.0000E+00  0.0000E+00  0.2230E-03  0.0000E+00  0.0000E+00  0.2230E-03  0.0000E+00  0.0000E+00  0.0000E+00
    0.243849    0.034245    0.000000  0.0000E+00  0.0000E+00  0.3255E-03  0.0000E+00  0.0000E+00  0.3255E-03  0.0000E+00  0.0000E+00  0.3255E-03  0.0000E+00  0.0000E+00  0.0000E+00
    0.257030    0.057076    0.000000  0.0000E+00  0.0000E+00  0.4589E-03  0.0000E+00  0.0000E+00  0.4589E-03  0.0000E+00  0.0000E+00  0.4589E-03  0.0000E+00  0.0000E+00  0.0000E+00
    0.270212    0.079906    0.000000  0.0000E+00  0.0000E+00  0.6295E-03  0.0000E+00  0.0000E+00  0.6295E-03  0.0000E+00  0.0000E+00  0.6295E-03  0.0000E+00  0.0000E+00  0.0000E+00
    0.283393    0.102736    0.000000  0.0000E+00  0.0000E+00  0.8453E-03  0.0000E+00  0.0000E+00  0.8453E-03  0.0000E+00  0.0000E+00  0.8453E-03  0.0000E+00  0.0000E+00  0.0000E+00
    0.296574    0.125566    0.000000  0.0000E+00  0.0000E+00  0.1116E-02  0.0000E+00  0.0000E+00  0.1116E-02  0.0000E+00  0.0000E+00  0.1116E-02  0.0000E+00  0.0000E+00  0.0000E+00
    0.309755    0.148397    0.000000  0.0000E+00  0.0000E+00  0.1454E-02  0.0000E+00  0.0000E+00  0.1454E-02  0.0000E+00  0.0000E+00  0.1454E-02  0.0000E+00  0.0000E+00  0.0000E+00
    0.322936    0.171227    0.000000  0.0000E+00  0.0000E+00  0.1873E-02  0.0000E+00  0.0000E+00  0.1873E-02  0.0000E+00  0.0000E+00  0.1873E-02  0.0000E+00  0.0000E+00  0.0000E+00
    0.336117    0.194057    0.000000  0.0000E+00  0.0000E+00  0.2391E-02  0.0000E+00  0.0000E+00  0.2391E-02  0.0000E+00  0.0000E+00  0.2391E-02  0.0000E+00  0.0000E+00  0.0000E+00
    0.349298    0.216887    0.000000  0.0000E+00  0.0000E+00  0.3030E-02  0.0000E+00  0.0000E+00  0.3030E-02  0.0000E+00  0.0000E+00  0.3030E-02  0.0000E+00  0.0000E+00  0.0000E+00
    0.362479    0.239718    0.000000  0.0000E+00  0.0000E+00  0.3817E-02  0.0000E+00  0.0000E+00  0.3817E-02  0.0000E+00  0.0000E+00  0.3817E-02  0.0000E+00  0.0000E+00  0.0000E+00
    0.375660    0.262548    0.000000  0.0000E+00  0.0000E+00  0.4784E-02  0.0000E+00  0.0000E+00  0.4784E-02  0.0000E+00  0.0000E+00  0.4784E-02  0.0000E+00  0.0000E+00  0.0000E+00
    0.388841    0.285378    0.000000  0.0000E+00  0.0000E+00  0.5973E-02  0.0000E+00  0.0000E+00  0.5973E-02  0.0000E+00  0.0000E+00  0.5973E-02  0.0000E+00  0.0000E+00  0.0000E+00
