# Orbital magnetization in unit of Bohr magneton \mu_B
#col     1           2           3           4           5           6           7           8           9          10          11          12          13          14          15
#                                      Sum over 1~NumOccupied bands       values at NumOccupied'th band               Sum below Fermi level               values at Fermi level
# kx (1/A)    ky (1/A)    kz (1/A)         m_x         m_y         m_z         m_x         m_y         m_z         m_x         m_y         m_z         m_x         m_y         m_z
   -0.296574    0.422360    0.000000  0.0000E+00  0.0000E+00  0.7273E-02  0.0000E+00  0.0000E+00  0.7273E-02  0.0000E+00  0.0000E+00  0.7273E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.283393    0.445190    0.000000  0.0000E+00  0.0000E+00  0.7817E-02  0.0000E+00  0.0000E+00  0.7817E-02  0.0000E+00  0.0000E+00  0.7817E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.270212    0.468020    0.000000  0.0000E+00  0.0000E+00  0.8440E-02  0.0000E+00  0.0000E+00  0.8440E-02  0.0000E+00  0.0000E+00  0.8440E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.257030    0.490850    0.000000  0.0000E+00  0.0000E+00  0.9150E-02  0.0000E+00  0.0000E+00  0.9150E-02  0.0000E+00  0.0000E+00  0.9150E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.243849    0.513681    0.000000  0.0000E+00  0.0000E+00  0.9960E-02  0.0000E+00  0.0000E+00  0.9960E-02  0.0000E+00  0.0000E+00  0.9960E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.230668    0.536511    0.000000  0.0000E+00  0.0000E+00  0.1089E-01  0.0000E+00  0.0000E+00  0.1089E-01  0.0000E+00  0.0000E+00  0.1089E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.217487    0.559341    0.000000  0.0000E+00  0.0000E+00  0.1195E-01  0.0000E+00  0.0000E+00  0.1195E-01  0.0000E+00  0.0000E+00  0.1195E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.204306    0.582171    0.000000  0.0000E+00  0.0000E+00  0.1319E-01  0.0000E+00  0.0000E+00  0.1319E-01  0.0000E+00  0.0000E+00  0.1319E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.191125    0.605002    0.000000  0.0000E+00  0.0000E+00  0.1464E-01  0.0000E+00  0.0000E+00  0.1464E-01  0.0000E+00  0.0000E+00  0.1464E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.177944    0.627832    0.000000  0.0000E+00  0.0000E+00  0.1637E-01  0.0000E+00  0.0000E+00  0.1637E-01  0.0000E+00  0.0000E+00  0.1637E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.164763    0.650662    0.000000  0.0000E+00  0.0000E+00  0.1847E-01  0.0000E+00  0.0000E+00  0.1847E-01  0.0000E+00  0.0000E+00  0.1847E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.151582    0.673492    0.000000  0.0000E+00  0.0000E+00  0.2109E-01  0.0000E+00  0.0000E+00  0.2109E-01  0.0000E+00  0.0000E+00  0.2109E-01  0.0000E+00  0.0000E+00  0.0000E+00
  
   -0.902902   -0.673492    0.000000  0.0000E+00  0.0000E+00  0.1948E-01  0.0000E+00  0.0000E+00  0.1948E-01  0.0000E+00  0.0000E+00  0.1948E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.889721   -0.650662    0.000000  0.0000E+00  0.0000E+00  0.2299E-01  0.0000E+00  0.0000E+00  0.2299E-01  0.0000E+00  0.0000E+00  0.2299E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.876540   -0.627832    0.000000  0.0000E+00  0.0000E+00  0.2774E-01  0.0000E+00  0.0000E+00  0.2774E-01  0.0000E+00  0.0000E+00  0.2774E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.863359   -0.605002    0.000000  0.0000E+00  0.0000E+00  0.3445E-01  0.0000E+00  0.0000E+00  0.3445E-01  0.0000E+00  0.0000E+00  0.3445E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.850178   -0.582171    0.000000  0.0000E+00  0.0000E+00  0.4439E-01  0.0000E+00  0.0000E+00  0.4439E-01  0.0000E+00  0.0000E+00  0.4439E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.836997   -0.559341    0.000000  0.0000E+00  0.0000E+00  0.5994E-01  0.0000E+00  0.0000E+00  0.5994E-01  0.0000E+00  0.0000E+00  0.5994E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.823816   -0.536511    0.000000  0.0000E+00  0.0000E+00  0.8590E-01  0.0000E+00  0.0000E+00  0.8590E-01  0.0000E+00  0.0000E+00  0.8590E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.810635   -0.513681    0.000000  0.0000E+00  0.0000E+00  0.1321E+00  0.0000E+00  0.0000E+00  0.1321E+00  0.0000E+00  0.0000E+00  0.1321E+00  0.0000E+00  0.0000E+00  0.0000E+00
   -0.797454   -0.490850    0.000000  0.0000E+00  0.0000E+00  0.2163E+00  0.0000E+00  0.0000E+00  0.2163E+00  0.0000E+00  0.0000E+00  0.2163E+00  0.0000E+00  0.0000E+00  0.0000E+00
   -0.784272   -0.468020    0.000000  0.0000E+00  0.0000E+00  0.3403E+00  0.0000E+00  0.0000E+00  0.3403E+00  0.0000E+00  0.0000E+00  0.3403E+00  0.0000E+00  0.0000E+00  0.0000E+00
   -0.771091   -0.445190    0.000000  0.0000E+00  0.0000E+00  0.3849E+00  0.0000E+00  0.0000E+00  0.3849E+00  0.0000E+00  0.0000E+00  0.3849E+00  0.0000E+00  0.0000E+00  0.0000E+00
   -0.757910   -0.422360    0.000000  0.0000E+00  0.0000E+00  0.2765E+00  0.0000E+00  0.0000E+00  0.2765E+00  0.0000E+00  0.0000E+00  0.2765E+00  0.0000E+00  0.0000E+00  0.0000E+00
   -0.744729   -0.399529    0.000000  0.0000E+00  0.0000E+00  0.1682E+00  0.0000E+00  0.0000E+00  0.1682E+00  0.0000E+00  0.0000E+00  0.1682E+00  0.0000E+00  0.0000E+00  0.0000E+00
   -0.731548   -0.376699    0.000000  0.0000E+00  0.0000E+00  0.1056E+00  0.0000E+00  0.0000E+00  0.1056E+00  0.0000E+00  0.0000E+00  0.1056E+00  0.0000E+00  0.0000E+00  0.0000E+00
   -0.718367   -0.353869    0.000000  0.0000E+00  0.0000E+00  0.7117E-01  0.0000E+00  0.0000E+00  0.7117E-01  0.0000E+00  0.0000E+00  0.7117E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.705186   -0.331039    0.000000  0.0000E+00  0.0000E+00  0.5124E-01  0.0000E+00  0.0000E+00  0.5124E-01  0.0000E+00  0.0000E+00  0.5124E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.692005   -0.308208    0.000000  0.0000E+00  0.0000E+00  0.3891E-01  0.0000E+00  0.0000E+00  0.3891E-01  0.0000E+00  0.0000E+00  0.3891E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.678824   -0.285378    0.000000  0.0000E+00  0.0000E+00  0.3079E-01  0.0000E+00  0.0000E+00  0.3079E-01  0.0000E+00  0.0000E+00  0.3079E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.665643   -0.262548    0.000000  0.0000E+00  0.0000E+00  0.2517E-01  0.0000E+00  0.0000E+00  0.2517E-01  0.0000E+00  0.0000E+00  0.2517E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.652462   -0.239718    0.000000  0.0000E+00  0.0000E+00  0.2111E-01  0.0000E+00  0.0000E+00  0.2111E-01  0.0000E+00  0.0000E+00  0.2111E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.639281   -0.216887    0.000000  0.0000E+00  0.0000E+00  0.1806E-01  0.0000E+00  0.0000E+00  0.1806E-01  0.0000E+00  0.0000E+00  0.1806E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.626100   -0.194057    0.000000  0.0000E+00  0.0000E+00  0.1569E-01  0.0000E+00  0.0000E+00  0.1569E-01  0.0000E+00  0.0000E+00  0.1569E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.612919   -0.171227    0.000000  0.0000E+00  0.0000E+00  0.1381E-01  0.0000E+00  0.0000E+00  0.1381E-01  0.0000E+00  0.0000E+00  0.1381E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.599738   -0.148397    0.000000  0.0000E+00  0.0000E+00  0.1227E-01  0.0000E+00  0.0000E+00  0.1227E-01  0.0000E+00  0.0000E+00  0.1227E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.586557   -0.125566    0.000000  0.0000E+00  0.0000E+00  0.1099E-01  0.0000E+00  0.0000E+00  0.1099E-01  0.0000E+00  0.0000E+00  0.1099E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.573376   -0.102736    0.000000  0.0000E+00  0.0000E+00  0.9914E-02  0.0000E+00  0.0000E+00  0.9914E-02  0.0000E+00  0.0000E+00  0.9914E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.560195   -0.079906    0.000000  0.0000E+00  0.0000E+00  0.8992E-02  0.0000E+00  0.0000E+00  0.8992E-02  0.0000E+00  0.0000E+00  0.8992E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.547014   -0.057076    0.000000  0.0000E+00  0.0000E+00  0.8196E-02  0.0000E+00  0.0000E+00  0.8196E-02  0.0000E+00  0.0000E+00  0.8196E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.533833   -0.034245    0.000000  0.0000E+00  0.0000E+00  0.7503E-02  0.0000E+00  0.0000E+00  0.7503E-02  0.0000E+00  0.0000E+00  0.7503E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.520651   -0.011415    0.000000  0.0000E+00  0.0000E+00  0.6900E-02  0.0000E+00  0.0000E+00  0.6900E-02  0.0000E+00  0.0000E+00  0.6900E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.507470    0.011415    0.000000  0.0000E+00  0.0000E+00  0.6373E-02  0.0000E+00  0.0000E+00  0.6373E-02  0.0000E+00  0.0000E+00  0.6373E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.494289    0.034245    0.000000  0.0000E+00  0.0000E+00  0.5916E-02  0.0000E+00  0.0000E+00  0.5916E-02  0.0000E+00  0.0000E+00  0.5916E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.481108    0.057076    0.000000  0.0000E+00  0.0000E+00  0.5521E-02  0.0000E+00  0.0000E+00  0.5521E-02  0.0000E+00  0.0000E+00  0.5521E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.467927    0.079906    0.000000  0.0000E+00  0.0000E+00  0.5184E-02  0.0000E+00  0.0000E+00  0.5184E-02  0.0000E+00  0.0000E+00  0.5184E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.454746    0.102736    0.000000  0.0000E+00  0.0000E+00  0.4901E-02  0.0000E+00  0.0000E+00  0.4901E-02  0.0000E+00  0.0000E+00  0.4901E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.441565    0.125566    0.000000  0.0000E+00  0.0000E+00  0.4671E-02  0.0000E+00  0.0000E+00  0.4671E-02  0.0000E+00  0.0000E+00  0.4671E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.428384    0.148397    0.000000  0.0000E+00  0.0000E+00  0.4490E-02  0.0000E+00  0.0000E+00  0.4490E-02  0.0000E+00  0.0000E+00  0.4490E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.415203    0.171227    0.000000  0.0000E+00  0.0000E+00  0.4359E-02  0.0000E+00  0.0000E+00  0.4359E-02  0.0000E+00  0.0000E+00  0.4359E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.402022    0.194057    0.000000  0.0000E+00  0.0000E+00  0.4276E-02  0.0000E+00  0.0000E+00  0.4276E-02  0.0000E+00  0.0000E+00  0.4276E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.388841    0.216887    0.000000  0.0000E+00  0.0000E+00  0.4240E-02  0.0000E+00  0.0000E+00  0.4240E-02  0.0000E+00  0.0000E+00  0.4240E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.375660    0.239718    0.000000  0.0000E+00  0.0000E+00  0.4252E-02  0.0000E+00  0.0000E+00  0.4252E-02  0.0000E+00  0.0000E+00  0.4252E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.362479    0.262548    0.000000  0.0000E+00  0.0000E+00  0.4311E-02  0.0000E+00  0.0000E+00  0.4311E-02  0.0000E+00  0.0000E+00  0.4311E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.349298    0.285378    0.000000  0.0000E+00  0.0000E+00  0.4419E-02  0.0000E+00  0.0000E+00  0.4419E-02  0.0000E+00  0.0000E+00  0.4419E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.336117    0.308208    0.000000  0.0000E+00  0.0000E+00  0.4574E-02  0.0000E+00  0.0000E+00  0.4574E-02  0.0000E+00  0.0000E+00  0.4574E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.322936    0.331039    0.000000  0.0000E+00  0.0000E+00  0.4779E-02  0.0000E+00  0.0000E+00  0.4779E-02  0.0000E+00  0.0000E+00  0.4779E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.309755    0.353869    0.000000  0.0000E+00  0.0000E+00  0.5036E-02  0.0000E+00  0.0000E+00  0.5036E-02  0.0000E+00  0.0000E+00  0.5036E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.296574    0.376699    0.000000  0.0000E+00  0.0000E+00  0.5345E-02  0.0000E+00  0.0000E+00  0.5345E-02  0.0000E+00  0.0000E+00  0.5345E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.283393    0.399529    0.000000  0.0000E+00  0.0000E+00  0.5711E-02  0.0000E+00  0.0000E+00  0.5711E-02  0.0000E+00  0.0000E+00  0.5711E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.270212    0.422360    0.000000  0.0000E+00  0.0000E+00  0.6136E-02  0.0000E+00  0.0000E+00  0.6136E-02  0.0000E+00  0.0000E+00  0.6136E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.257030    0.445190    0.000000  0.0000E+00  0.0000E+00  0.6628E-02  0.0000E+00  0.0000E+00  0.6628E-02  0.0000E+00  0.0000E+00  0.6628E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.243849    0.468020    0.000000  0.0000E+00  0.0000E+00  0.7191E-02  0.0000E+00  0.0000E+00  0.7191E-02  0.0000E+00  0.0000E+00  0.7191E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.230668    0.490850    0.000000  0.0000E+00  0.0000E+00  0.7837E-02  0.0000E+00  0.0000E+00  0.7837E-02  0.0000E+00  0.0000E+00  0.7837E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.217487    0.513681    0.000000  0.0000E+00  0.0000E+00  0.8579E-02  0.0000E+00  0.0000E+00  0.8579E-02  0.0000E+00  0.0000E+00  0.8579E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.204306    0.536511    0.000000  0.0000E+00  0.0000E+00  0.9436E-02  0.0000E+00  0.0000E+00  0.9436E-02  0.0000E+00  0.0000E+00  0.9436E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.191125    0.559341    0.000000  0.0000E+00  0.0000E+00  0.1043E-01  0.0000E+00  0.0000E+00  0.1043E-01  0.0000E+00  0.0000E+00  0.1043E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.177944    0.582171    0.000000  0.0000E+00  0.0000E+00  0.1160E-01  0.0000E+00  0.0000E+00  0.1160E-01  0.0000E+00  0.0000E+00  0.1160E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.164763    0.605002    0.000000  0.0000E+00  0.0000E+00  0.1300E-01  0.0000E+00  0.0000E+00  0.1300E-01  0.0000E+00  0.0000E+00  0.1300E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.151582    0.627832    0.000000  0.0000E+00  0.0000E+00  0.1470E-01  0.0000E+00  0.0000E+00  0.1470E-01  0.0000E+00  0.0000E+00  0.1470E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.138401    0.650662    0.000000  0.0000E+00  0.0000E+00  0.1680E-01  0.0000E+00  0.0000E+00  0.1680E-01  0.0000E+00  0.0000E+00  0.1680E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.125220    0.673492    0.000000  0.0000E+00  0.0000E+00  0.1948E-01  0.0000E+00  0.0000E+00  0.1948E-01  0.0000E+00  0.0000E+00  0.1948E-01  0.0000E+00  0.0000E+00  0.0000E+00
  
   -0.876540   -0.673492    0.000000  0.0000E+00  0.0000E+00  0.1810E-01  0.0000E+00  0.0000E+00  0.1810E-01  0.0000E+00  0.0000E+00  0.1810E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.863359   -0.650662    0.000000  0.0000E+00  0.0000E+00  0.2174E-01  0.0000E+00  0.0000E+00  0.2174E-01  0.0000E+00  0.0000E+00  0.2174E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.850178   -0.627832    0.000000  0.0000E+00  0.0000E+00  0.2678E-01  0.0000E+00  0.0000E+00  0.2678E-01  0.0000E+00  0.0000E+00  0.2678E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.836997   -0.605002    0.000000  0.0000E+00  0.0000E+00  0.3403E-01  0.0000E+00  0.0000E+00  0.3403E-01  0.0000E+00  0.0000E+00  0.3403E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.823816   -0.582171    0.000000  0.0000E+00  0.0000E+00  0.4500E-01  0.0000E+00  0.0000E+00  0.4500E-01  0.0000E+00  0.0000E+00  0.4500E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.810635   -0.559341    0.000000  0.0000E+00  0.0000E+00  0.6252E-01  0.0000E+00  0.0000E+00  0.6252E-01  0.0000E+00  0.0000E+00  0.6252E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.797454   -0.536511    0.000000  0.0000E+00  0.0000E+00  0.9220E-01  0.0000E+00  0.0000E+00  0.9220E-01  0.0000E+00  0.0000E+00  0.9220E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.784272   -0.513681    0.000000  0.0000E+00  0.0000E+00  0.1444E+00  0.0000E+00  0.0000E+00  0.1444E+00  0.0000E+00  0.0000E+00  0.1444E+00  0.0000E+00  0.0000E+00  0.0000E+00
   -0.771091   -0.490850    0.000000  0.0000E+00  0.0000E+00  0.2293E+00  0.0000E+00  0.0000E+00  0.2293E+00  0.0000E+00  0.0000E+00  0.2293E+00  0.0000E+00  0.0000E+00  0.0000E+00
   -0.757910   -0.468020    0.000000  0.0000E+00  0.0000E+00  0.3083E+00  0.0000E+00  0.0000E+00  0.3083E+00  0.0000E+00  0.0000E+00  0.3083E+00  0.0000E+00  0.0000E+00  0.0000E+00
   -0.744729   -0.445190    0.000000  0.0000E+00  0.0000E+00  0.2765E+00  0.0000E+00  0.0000E+00  0.2765E+00  0.0000E+00  0.0000E+00  0.2765E+00  0.0000E+00  0.0000E+00  0.0000E+00
   -0.731548   -0.422360    0.000000  0.0000E+00  0.0000E+00  0.1829E+00  0.0000E+00  0.0000E+00  0.1829E+00  0.0000E+00  0.0000E+00  0.1829E+00  0.0000E+00  0.0000E+00  0.0000E+00
   -0.718367   -0.399529    0.000000  0.0000E+00  0.0000E+00  0.1146E+00  0.0000E+00  0.0000E+00  0.1146E+00  0.0000E+00  0.0000E+00  0.1146E+00  0.0000E+00  0.0000E+00  0.0000E+00
   -0.705186   -0.376699    0.000000  0.0000E+00  0.0000E+00  0.7532E-01  0.0000E+00  0.0000E+00  0.7532E-01  0.0000E+00  0.0000E+00  0.7532E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.692005   -0.353869    0.000000  0.0000E+00  0.0000E+00  0.5268E-01  0.0000E+00  0.0000E+00  0.5268E-01  0.0000E+00  0.0000E+00  0.5268E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.678824   -0.331039    0.000000  0.0000E+00  0.0000E+00  0.3892E-01  0.0000E+00  0.0000E+00  0.3892E-01  0.0000E+00  0.0000E+00  0.3892E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.665643   -0.308208    0.000000  0.0000E+00  0.0000E+00  0.3006E-01  0.0000E+00  0.0000E+00  0.3006E-01  0.0000E+00  0.0000E+00  0.3006E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.652462   -0.285378    0.000000  0.0000E+00  0.0000E+00  0.2405E-01  0.0000E+00  0.0000E+00  0.2405E-01  0.0000E+00  0.0000E+00  0.2405E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.639281   -0.262548    0.000000  0.0000E+00  0.0000E+00  0.1979E-01  0.0000E+00  0.0000E+00  0.1979E-01  0.0000E+00  0.0000E+00  0.1979E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.626100   -0.239718    0.000000  0.0000E+00  0.0000E+00  0.1665E-01  0.0000E+00  0.0000E+00  0.1665E-01  0.0000E+00  0.0000E+00  0.1665E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.612919   -0.216887    0.000000  0.0000E+00  0.0000E+00  0.1426E-01  0.0000E+00  0.0000E+00  0.1426E-01  0.0000E+00  0.0000E+00  0.1426E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.599738   -0.194057    0.000000  0.0000E+00  0.0000E+00  0.1239E-01  0.0000E+00  0.0000E+00  0.1239E-01  0.0000E+00  0.0000E+00  0.1239E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.586557   -0.171227    0.000000  0.0000E+00  0.0000E+00  0.1088E-01  0.0000E+00  0.0000E+00  0.1088E-01  0.0000E+00  0.0000E+00  0.1088E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -0.573376   -0.148397    0.000000  0.0000E+00  0.0000E+00  0.9657E-02  0.0000E+00  0.0000E+00  0.9657E-02  0.0000E+00  0.0000E+00  0.9657E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.560195   -0.125566    0.000000  0.0000E+00  0.0000E+00  0.8635E-02  0.0000E+00  0.0000E+00  0.8635E-02  0.0000E+00  0.0000E+00  0.8635E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.547014   -0.102736    0.000000  0.0000E+00  0.0000E+00  0.7772E-02  0.0000E+00  0.0000E+00  0.7772E-02  0.0000E+00  0.0000E+00  0.7772E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.533833   -0.079906    0.000000  0.0000E+00  0.0000E+00  0.7035E-02  0.0000E+00  0.0000E+00  0.7035E-02  0.0000E+00  0.0000E+00  0.7035E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.520651   -0.057076    0.000000  0.0000E+00  0.0000E+00  0.6401E-02  0.0000E+00  0.0000E+00  0.6401E-02  0.0000E+00  0.0000E+00  0.6401E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.507470   -0.034245    0.000000  0.0000E+00  0.0000E+00  0.5852E-02  0.0000E+00  0.0000E+00  0.5852E-02  0.0000E+00  0.0000E+00  0.5852E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.494289   -0.011415    0.000000  0.0000E+00  0.0000E+00  0.5377E-02  0.0000E+00  0.0000E+00  0.5377E-02  0.0000E+00  0.0000E+00  0.5377E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.481108    0.011415    0.000000  0.0000E+00  0.0000E+00  0.4964E-02  0.0000E+00  0.0000E+00  0.4964E-02  0.0000E+00  0.0000E+00  0.4964E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.467927    0.034245    0.000000  0.0000E+00  0.0000E+00  0.4609E-02  0.0000E+00  0.0000E+00  0.4609E-02  0.0000E+00  0.0000E+00  0.4609E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.454746    0.057076    0.000000  0.0000E+00  0.0000E+00  0.4305E-02  0.0000E+00  0.0000E+00  0.4305E-02  0.0000E+00  0.0000E+00  0.4305E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.441565    0.079906    0.000000  0.0000E+00  0.0000E+00  0.4049E-02  0.0000E+00  0.0000E+00  0.4049E-02  0.0000E+00  0.0000E+00  0.4049E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.428384    0.102736    0.000000  0.0000E+00  0.0000E+00  0.3837E-02  0.0000E+00  0.0000E+00  0.3837E-02  0.0000E+00  0.0000E+00  0.3837E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.415203    0.125566    0.000000  0.0000E+00  0.0000E+00  0.3668E-02  0.0000E+00  0.0000E+00  0.3668E-02  0.0000E+00  0.0000E+00  0.3668E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.402022    0.148397    0.000000  0.0000E+00  0.0000E+00  0.3540E-02  0.0000E+00  0.0000E+00  0.3540E-02  0.0000E+00  0.0000E+00  0.3540E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.388841    0.171227    0.000000  0.0000E+00  0.0000E+00  0.3452E-02  0.0000E+00  0.0000E+00  0.3452E-02  0.0000E+00  0.0000E+00  0.3452E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.375660    0.194057    0.000000  0.0000E+00  0.0000E+00  0.3403E-02  0.0000E+00  0.0000E+00  0.3403E-02  0.0000E+00  0.0000E+00  0.3403E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.362479    0.216887    0.000000  0.0000E+00  0.0000E+00  0.3394E-02  0.0000E+00  0.0000E+00  0.3394E-02  0.0000E+00  0.0000E+00  0.3394E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.349298    0.239718    0.000000  0.0000E+00  0.0000E+00  0.3423E-02  0.0000E+00  0.0000E+00  0.3423E-02  0.0000E+00  0.0000E+00  0.3423E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.336117    0.262548    0.000000  0.0000E+00  0.0000E+00  0.3491E-02  0.0000E+00  0.0000E+00  0.3491E-02  0.0000E+00  0.0000E+00  0.3491E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.322936    0.285378    0.000000  0.0000E+00  0.0000E+00  0.3599E-02  0.0000E+00  0.0000E+00  0.3599E-02  0.0000E+00  0.0000E+00  0.3599E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.309755    0.308208    0.000000  0.0000E+00  0.0000E+00  0.3747E-02  0.0000E+00  0.0000E+00  0.3747E-02  0.0000E+00  0.0000E+00  0.3747E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.296574    0.331039    0.000000  0.0000E+00  0.0000E+00  0.3937E-02  0.0000E+00  0.0000E+00  0.3937E-02  0.0000E+00  0.0000E+00  0.3937E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.283393    0.353869    0.000000  0.0000E+00  0.0000E+00  0.4171E-02  0.0000E+00  0.0000E+00  0.4171E-02  0.0000E+00  0.0000E+00  0.4171E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.270212    0.376699    0.000000  0.0000E+00  0.0000E+00  0.4451E-02  0.0000E+00  0.0000E+00  0.4451E-02  0.0000E+00  0.0000E+00  0.4451E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.257030    0.399529    0.000000  0.0000E+00  0.0000E+00  0.4780E-02  0.0000E+00  0.0000E+00  0.4780E-02  0.0000E+00  0.0000E+00  0.4780E-02  0.0000E+00  0.0000E+00  0.0000E+00
   -0.243849    0.422360    0.000000  0.0000E+00  0.0000E+00  0.5163E-02  0.0000E+00  0.0000E+00  0.5163E-02  0.0000E+00  0.0000E+00  0.5163E-02  0.0000E+00  0.0000E+00  0.0000E+00
