        #      k      largestgap  sum(wcc(:,ik))      wcc(i, ik)(i=1, NumOccupied)
      0.00000000      0.72040849      0.70286529      0.00953853      0.00994785      0.06897538      0.06917675      0.13192928      0.13269453      0.19536653      0.19556018      0.25465469      0.25500900      0.27296953      0.27304082      0.31428820      0.31518540      0.37508880      0.37542087      0.45613945      0.45631591      0.63165031      0.63268710      0.80812988      0.80842191      0.88911112      0.88956998      0.94890668      0.95012226      0.99136698      0.99159736
      0.01250000      0.54670234      0.70267052      0.00724305      0.01281890      0.06798110      0.07031210      0.13169858      0.13293007      0.19423117      0.19656809      0.25171631      0.25734192      0.27247882      0.27362135      0.31362199      0.31566469      0.36181750      0.38787550      0.45165903      0.46244752      0.63095715      0.63336883      0.80183996      0.81290959      0.87665272      0.90283690      0.94872985      0.95048152      0.99084836      0.99201793
      0.02500000      0.55031662      0.70247581      0.00520816      0.01664553      0.06697546      0.07178762      0.13136829      0.13328456      0.19281170      0.19755504      0.24785221      0.25939119      0.27209108      0.27425683      0.31262806      0.31606689      0.34925164      0.39852762      0.44827296      0.47055721      0.63007602      0.63420571      0.79340100      0.81632314      0.86598703      0.91549130      0.94843805      0.95139493      0.99022179      0.99240480
      0.03750000      0.55458585      0.70236016      0.00369054      0.02085933      0.06607736      0.07346229      0.13098880      0.13370308      0.19121504      0.19842606      0.24356185      0.26092863      0.27182009      0.27487719      0.31114432      0.31640374      0.33887985      0.40655969      0.44576207      0.48004815      0.62912355      0.63508672      0.78371224      0.81882143      0.85814325      0.92573835      0.94816881      0.95286562      0.98959729      0.99269483
      0.05000000      0.55899064      0.70235566      0.00257171      0.02513757      0.06526707      0.07530331      0.13053790      0.13420064      0.18945866      0.19919762      0.23914179      0.26206605      0.27165046      0.27543046      0.30898402      0.31669053      0.33135411      0.41219274      0.44383619      0.48998870      0.62799258      0.63613017      0.77385171      0.82072596      0.85275867      0.93301152      0.94793952      0.95501500      0.98902429      0.99289671
      0.06250000      0.70114486      0.70244461      0.00174210      0.02915942      0.06453181      0.07723495      0.12996570      0.13481838      0.18759413      0.19988478      0.23492091      0.26290999      0.27155721      0.27588552      0.30619470      0.31693588      0.32657183      0.41602217      0.44229829      0.49941141      0.62651694      0.63751902      0.76477071      0.82224625      0.84913976      0.93755853      0.94774757      0.95774185      0.98853543      0.99302937
      0.07500000      0.69820431      0.70258507      0.00111509      0.03271238      0.06386445      0.07915073      0.12922214      0.13559777      0.18570705      0.20050006      0.23115180      0.26354652      0.27151389      0.27623496      0.30318055      0.31714415      0.32379992      0.41861447      0.44101867      0.50766337      0.62456295      0.63940594      0.75700268      0.82351352      0.84669033      0.94018459      0.94758820      0.96064157      0.98814314      0.99311421
      0.08750000      0.69627894      0.70273580      0.00062894      0.03572280      0.06326138      0.08094085      0.12827826      0.13656102      0.18389927      0.20105322      0.22795334      0.26403791      0.27149736      0.27648975      0.30036577      0.31731726      0.32222255      0.42037952      0.43991347      0.51445497      0.62208966      0.64184725      0.75071064      0.82460876      0.84500336      0.94168993      0.94745696      0.96333864      0.98784231      0.99317064
      0.10000000      0.69531554      0.70286794      0.00024256      0.03821986      0.06272091      0.08251973      0.12713380      0.13770481      0.18226231      0.20155138      0.22532518      0.26442608      0.27148942      0.27667108      0.29794229      0.31745611      0.32130378      0.42158759      0.43892982      0.51976479      0.61914499      0.64480216      0.74582892      0.82558139      0.84381996      0.94257953      0.94734977      0.96567869      0.98761668      0.99321434
      0.11250000      0.37158594      0.70296610      0.04028223      0.06224205      0.08384021      0.12581248      0.13900540      0.18085701      0.20199932      0.22319710      0.26473817      0.27147648      0.27680353      0.29593007      0.31756181      0.32075812      0.42241377      0.43803567      0.52372809      0.61582895      0.64816855      0.74218008      0.82646110      0.84297655      0.94312035      0.94726265      0.96765446      0.98744528      0.99325710      0.99992952
