# Berry curvature in unit of (Angstrom^2)  
#                                      Sum over 1-NumOccupied bands       values at NumOccupied'th band               Sum below Fermi level               values at Fermi level
# kx (1/A)    ky (1/A)    kz (1/A)     Omega_x     Omega_y     Omega_z     Omega_x     Omega_y     Omega_z     Omega_x     Omega_y     Omega_z     Omega_x     Omega_y     Omega_z
#col     1           2           3           4           5           6           7           8           9          10          11          12          13          14          15
   -1.324332    0.000000   -0.986205 -0.4021E-02  0.0000E+00  0.1715E-01 -0.4021E-02  0.0000E+00  0.1715E-01 -0.4021E-02  0.0000E+00  0.1715E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000   -0.929850 -0.4656E-02  0.0000E+00  0.1869E-01 -0.4656E-02  0.0000E+00  0.1869E-01 -0.4656E-02  0.0000E+00  0.1869E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000   -0.873496 -0.5368E-02  0.0000E+00  0.2048E-01 -0.5368E-02  0.0000E+00  0.2048E-01 -0.5368E-02  0.0000E+00  0.2048E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000   -0.817141 -0.6160E-02  0.0000E+00  0.2256E-01 -0.6160E-02  0.0000E+00  0.2256E-01 -0.6160E-02  0.0000E+00  0.2256E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000   -0.760786 -0.7031E-02  0.0000E+00  0.2495E-01 -0.7031E-02  0.0000E+00  0.2495E-01 -0.7031E-02  0.0000E+00  0.2495E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000   -0.704432 -0.7969E-02  0.0000E+00  0.2770E-01 -0.7969E-02  0.0000E+00  0.2770E-01 -0.7969E-02  0.0000E+00  0.2770E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000   -0.648077 -0.8953E-02  0.0000E+00  0.3083E-01 -0.8953E-02  0.0000E+00  0.3083E-01 -0.8953E-02  0.0000E+00  0.3083E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000   -0.591723 -0.9944E-02  0.0000E+00  0.3436E-01 -0.9944E-02  0.0000E+00  0.3436E-01 -0.9944E-02  0.0000E+00  0.3436E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000   -0.535368 -0.1089E-01  0.0000E+00  0.3829E-01 -0.1089E-01  0.0000E+00  0.3829E-01 -0.1089E-01  0.0000E+00  0.3829E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000   -0.479014 -0.1170E-01  0.0000E+00  0.4261E-01 -0.1170E-01  0.0000E+00  0.4261E-01 -0.1170E-01  0.0000E+00  0.4261E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000   -0.422659 -0.1227E-01  0.0000E+00  0.4723E-01 -0.1227E-01  0.0000E+00  0.4723E-01 -0.1227E-01  0.0000E+00  0.4723E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000   -0.366305 -0.1249E-01  0.0000E+00  0.5206E-01 -0.1249E-01  0.0000E+00  0.5206E-01 -0.1249E-01  0.0000E+00  0.5206E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000   -0.309950 -0.1223E-01  0.0000E+00  0.5693E-01 -0.1223E-01  0.0000E+00  0.5693E-01 -0.1223E-01  0.0000E+00  0.5693E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000   -0.253595 -0.1136E-01  0.0000E+00  0.6162E-01 -0.1136E-01  0.0000E+00  0.6162E-01 -0.1136E-01  0.0000E+00  0.6162E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000   -0.197241 -0.9821E-02  0.0000E+00  0.6586E-01 -0.9821E-02  0.0000E+00  0.6586E-01 -0.9821E-02  0.0000E+00  0.6586E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000   -0.140886 -0.7615E-02  0.0000E+00  0.6938E-01 -0.7615E-02  0.0000E+00  0.6938E-01 -0.7615E-02  0.0000E+00  0.6938E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000   -0.084532 -0.4832E-02  0.0000E+00  0.7190E-01 -0.4832E-02  0.0000E+00  0.7190E-01 -0.4832E-02  0.0000E+00  0.7190E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000   -0.028177 -0.1657E-02  0.0000E+00  0.7322E-01 -0.1657E-02  0.0000E+00  0.7322E-01 -0.1657E-02  0.0000E+00  0.7322E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000    0.028177  0.1657E-02  0.0000E+00  0.7322E-01  0.1657E-02  0.0000E+00  0.7322E-01  0.1657E-02  0.0000E+00  0.7322E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000    0.084532  0.4832E-02  0.0000E+00  0.7190E-01  0.4832E-02  0.0000E+00  0.7190E-01  0.4832E-02  0.0000E+00  0.7190E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000    0.140886  0.7615E-02  0.0000E+00  0.6938E-01  0.7615E-02  0.0000E+00  0.6938E-01  0.7615E-02  0.0000E+00  0.6938E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000    0.197241  0.9821E-02  0.0000E+00  0.6586E-01  0.9821E-02  0.0000E+00  0.6586E-01  0.9821E-02  0.0000E+00  0.6586E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000    0.253595  0.1136E-01  0.0000E+00  0.6162E-01  0.1136E-01  0.0000E+00  0.6162E-01  0.1136E-01  0.0000E+00  0.6162E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000    0.309950  0.1223E-01  0.0000E+00  0.5693E-01  0.1223E-01  0.0000E+00  0.5693E-01  0.1223E-01  0.0000E+00  0.5693E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000    0.366305  0.1249E-01  0.0000E+00  0.5206E-01  0.1249E-01  0.0000E+00  0.5206E-01  0.1249E-01  0.0000E+00  0.5206E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000    0.422659  0.1227E-01  0.0000E+00  0.4723E-01  0.1227E-01  0.0000E+00  0.4723E-01  0.1227E-01  0.0000E+00  0.4723E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000    0.479014  0.1170E-01  0.0000E+00  0.4261E-01  0.1170E-01  0.0000E+00  0.4261E-01  0.1170E-01  0.0000E+00  0.4261E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000    0.535368  0.1089E-01  0.0000E+00  0.3829E-01  0.1089E-01  0.0000E+00  0.3829E-01  0.1089E-01  0.0000E+00  0.3829E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000    0.591723  0.9944E-02  0.0000E+00  0.3436E-01  0.9944E-02  0.0000E+00  0.3436E-01  0.9944E-02  0.0000E+00  0.3436E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000    0.648077  0.8953E-02  0.0000E+00  0.3083E-01  0.8953E-02  0.0000E+00  0.3083E-01  0.8953E-02  0.0000E+00  0.3083E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000    0.704432  0.7969E-02  0.0000E+00  0.2770E-01  0.7969E-02  0.0000E+00  0.2770E-01  0.7969E-02  0.0000E+00  0.2770E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000    0.760786  0.7031E-02  0.0000E+00  0.2495E-01  0.7031E-02  0.0000E+00  0.2495E-01  0.7031E-02  0.0000E+00  0.2495E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000    0.817141  0.6160E-02  0.0000E+00  0.2256E-01  0.6160E-02  0.0000E+00  0.2256E-01  0.6160E-02  0.0000E+00  0.2256E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000    0.873496  0.5368E-02  0.0000E+00  0.2048E-01  0.5368E-02  0.0000E+00  0.2048E-01  0.5368E-02  0.0000E+00  0.2048E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000    0.929850  0.4656E-02  0.0000E+00  0.1869E-01  0.4656E-02  0.0000E+00  0.1869E-01  0.4656E-02  0.0000E+00  0.1869E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000    0.986205  0.4021E-02  0.0000E+00  0.1715E-01  0.4021E-02  0.0000E+00  0.1715E-01  0.4021E-02  0.0000E+00  0.1715E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000    1.042559  0.3458E-02  0.0000E+00  0.1584E-01  0.3458E-02  0.0000E+00  0.1584E-01  0.3458E-02  0.0000E+00  0.1584E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000    1.098914  0.2961E-02  0.0000E+00  0.1472E-01  0.2961E-02  0.0000E+00  0.1472E-01  0.2961E-02  0.0000E+00  0.1472E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000    1.155268  0.2520E-02  0.0000E+00  0.1376E-01  0.2520E-02  0.0000E+00  0.1376E-01  0.2520E-02  0.0000E+00  0.1376E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000    1.211623  0.2128E-02  0.0000E+00  0.1296E-01  0.2128E-02  0.0000E+00  0.1296E-01  0.2128E-02  0.0000E+00  0.1296E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000    1.267977  0.1779E-02  0.0000E+00  0.1228E-01  0.1779E-02  0.0000E+00  0.1228E-01  0.1779E-02  0.0000E+00  0.1228E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000    1.324332  0.1464E-02  0.0000E+00  0.1173E-01  0.1464E-02  0.0000E+00  0.1173E-01  0.1464E-02  0.0000E+00  0.1173E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000    1.380686  0.1179E-02  0.0000E+00  0.1127E-01  0.1179E-02  0.0000E+00  0.1127E-01  0.1179E-02  0.0000E+00  0.1127E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000    1.437041  0.9165E-03  0.0000E+00  0.1092E-01  0.9165E-03  0.0000E+00  0.1092E-01  0.9165E-03  0.0000E+00  0.1092E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000    1.493396  0.6722E-03  0.0000E+00  0.1065E-01  0.6722E-03  0.0000E+00  0.1065E-01  0.6722E-03  0.0000E+00  0.1065E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000    1.549750  0.4410E-03  0.0000E+00  0.1046E-01  0.4410E-03  0.0000E+00  0.1046E-01  0.4410E-03  0.0000E+00  0.1046E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000    1.606105  0.2184E-03  0.0000E+00  0.1034E-01  0.2184E-03  0.0000E+00  0.1034E-01  0.2184E-03  0.0000E+00  0.1034E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.324332    0.000000    1.662459  0.2503E-18  0.0000E+00  0.1031E-01  0.2503E-18  0.0000E+00  0.1031E-01  0.2503E-18  0.0000E+00  0.1031E-01  0.0000E+00  0.0000E+00  0.0000E+00
  
   -1.267977    0.000000   -1.662459 -0.3018E-18  0.0000E+00  0.1031E-01 -0.3018E-18  0.0000E+00  0.1031E-01 -0.3018E-18  0.0000E+00  0.1031E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000   -1.606105 -0.2633E-03  0.0000E+00  0.1034E-01 -0.2633E-03  0.0000E+00  0.1034E-01 -0.2633E-03  0.0000E+00  0.1034E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000   -1.549750 -0.5318E-03  0.0000E+00  0.1046E-01 -0.5318E-03  0.0000E+00  0.1046E-01 -0.5318E-03  0.0000E+00  0.1046E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000   -1.493396 -0.8110E-03  0.0000E+00  0.1066E-01 -0.8110E-03  0.0000E+00  0.1066E-01 -0.8110E-03  0.0000E+00  0.1066E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000   -1.437041 -0.1106E-02  0.0000E+00  0.1094E-01 -0.1106E-02  0.0000E+00  0.1094E-01 -0.1106E-02  0.0000E+00  0.1094E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000   -1.380686 -0.1424E-02  0.0000E+00  0.1131E-01 -0.1424E-02  0.0000E+00  0.1131E-01 -0.1424E-02  0.0000E+00  0.1131E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000   -1.324332 -0.1771E-02  0.0000E+00  0.1179E-01 -0.1771E-02  0.0000E+00  0.1179E-01 -0.1771E-02  0.0000E+00  0.1179E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000   -1.267977 -0.2154E-02  0.0000E+00  0.1237E-01 -0.2154E-02  0.0000E+00  0.1237E-01 -0.2154E-02  0.0000E+00  0.1237E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000   -1.211623 -0.2581E-02  0.0000E+00  0.1308E-01 -0.2581E-02  0.0000E+00  0.1308E-01 -0.2581E-02  0.0000E+00  0.1308E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000   -1.155268 -0.3061E-02  0.0000E+00  0.1392E-01 -0.3061E-02  0.0000E+00  0.1392E-01 -0.3061E-02  0.0000E+00  0.1392E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000   -1.098914 -0.3604E-02  0.0000E+00  0.1493E-01 -0.3604E-02  0.0000E+00  0.1493E-01 -0.3604E-02  0.0000E+00  0.1493E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000   -1.042559 -0.4219E-02  0.0000E+00  0.1612E-01 -0.4219E-02  0.0000E+00  0.1612E-01 -0.4219E-02  0.0000E+00  0.1612E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000   -0.986205 -0.4918E-02  0.0000E+00  0.1753E-01 -0.4918E-02  0.0000E+00  0.1753E-01 -0.4918E-02  0.0000E+00  0.1753E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000   -0.929850 -0.5710E-02  0.0000E+00  0.1917E-01 -0.5710E-02  0.0000E+00  0.1917E-01 -0.5710E-02  0.0000E+00  0.1917E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000   -0.873496 -0.6602E-02  0.0000E+00  0.2110E-01 -0.6602E-02  0.0000E+00  0.2110E-01 -0.6602E-02  0.0000E+00  0.2110E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000   -0.817141 -0.7602E-02  0.0000E+00  0.2335E-01 -0.7602E-02  0.0000E+00  0.2335E-01 -0.7602E-02  0.0000E+00  0.2335E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000   -0.760786 -0.8706E-02  0.0000E+00  0.2596E-01 -0.8706E-02  0.0000E+00  0.2596E-01 -0.8706E-02  0.0000E+00  0.2596E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000   -0.704432 -0.9904E-02  0.0000E+00  0.2898E-01 -0.9904E-02  0.0000E+00  0.2898E-01 -0.9904E-02  0.0000E+00  0.2898E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000   -0.648077 -0.1117E-01  0.0000E+00  0.3244E-01 -0.1117E-01  0.0000E+00  0.3244E-01 -0.1117E-01  0.0000E+00  0.3244E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000   -0.591723 -0.1246E-01  0.0000E+00  0.3637E-01 -0.1246E-01  0.0000E+00  0.3637E-01 -0.1246E-01  0.0000E+00  0.3637E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000   -0.535368 -0.1370E-01  0.0000E+00  0.4079E-01 -0.1370E-01  0.0000E+00  0.4079E-01 -0.1370E-01  0.0000E+00  0.4079E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000   -0.479014 -0.1478E-01  0.0000E+00  0.4567E-01 -0.1478E-01  0.0000E+00  0.4567E-01 -0.1478E-01  0.0000E+00  0.4567E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000   -0.422659 -0.1557E-01  0.0000E+00  0.5094E-01 -0.1557E-01  0.0000E+00  0.5094E-01 -0.1557E-01  0.0000E+00  0.5094E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000   -0.366305 -0.1592E-01  0.0000E+00  0.5649E-01 -0.1592E-01  0.0000E+00  0.5649E-01 -0.1592E-01  0.0000E+00  0.5649E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000   -0.309950 -0.1563E-01  0.0000E+00  0.6212E-01 -0.1563E-01  0.0000E+00  0.6212E-01 -0.1563E-01  0.0000E+00  0.6212E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000   -0.253595 -0.1457E-01  0.0000E+00  0.6758E-01 -0.1457E-01  0.0000E+00  0.6758E-01 -0.1457E-01  0.0000E+00  0.6758E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000   -0.197241 -0.1264E-01  0.0000E+00  0.7254E-01 -0.1264E-01  0.0000E+00  0.7254E-01 -0.1264E-01  0.0000E+00  0.7254E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000   -0.140886 -0.9821E-02  0.0000E+00  0.7667E-01 -0.9821E-02  0.0000E+00  0.7667E-01 -0.9821E-02  0.0000E+00  0.7667E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000   -0.084532 -0.6242E-02  0.0000E+00  0.7965E-01 -0.6242E-02  0.0000E+00  0.7965E-01 -0.6242E-02  0.0000E+00  0.7965E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000   -0.028177 -0.2142E-02  0.0000E+00  0.8121E-01 -0.2142E-02  0.0000E+00  0.8121E-01 -0.2142E-02  0.0000E+00  0.8121E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000    0.028177  0.2142E-02  0.0000E+00  0.8121E-01  0.2142E-02  0.0000E+00  0.8121E-01  0.2142E-02  0.0000E+00  0.8121E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000    0.084532  0.6242E-02  0.0000E+00  0.7965E-01  0.6242E-02  0.0000E+00  0.7965E-01  0.6242E-02  0.0000E+00  0.7965E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000    0.140886  0.9821E-02  0.0000E+00  0.7667E-01  0.9821E-02  0.0000E+00  0.7667E-01  0.9821E-02  0.0000E+00  0.7667E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000    0.197241  0.1264E-01  0.0000E+00  0.7254E-01  0.1264E-01  0.0000E+00  0.7254E-01  0.1264E-01  0.0000E+00  0.7254E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000    0.253595  0.1457E-01  0.0000E+00  0.6758E-01  0.1457E-01  0.0000E+00  0.6758E-01  0.1457E-01  0.0000E+00  0.6758E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000    0.309950  0.1563E-01  0.0000E+00  0.6212E-01  0.1563E-01  0.0000E+00  0.6212E-01  0.1563E-01  0.0000E+00  0.6212E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000    0.366305  0.1592E-01  0.0000E+00  0.5649E-01  0.1592E-01  0.0000E+00  0.5649E-01  0.1592E-01  0.0000E+00  0.5649E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000    0.422659  0.1557E-01  0.0000E+00  0.5094E-01  0.1557E-01  0.0000E+00  0.5094E-01  0.1557E-01  0.0000E+00  0.5094E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000    0.479014  0.1478E-01  0.0000E+00  0.4567E-01  0.1478E-01  0.0000E+00  0.4567E-01  0.1478E-01  0.0000E+00  0.4567E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000    0.535368  0.1370E-01  0.0000E+00  0.4079E-01  0.1370E-01  0.0000E+00  0.4079E-01  0.1370E-01  0.0000E+00  0.4079E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000    0.591723  0.1246E-01  0.0000E+00  0.3637E-01  0.1246E-01  0.0000E+00  0.3637E-01  0.1246E-01  0.0000E+00  0.3637E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000    0.648077  0.1117E-01  0.0000E+00  0.3244E-01  0.1117E-01  0.0000E+00  0.3244E-01  0.1117E-01  0.0000E+00  0.3244E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000    0.704432  0.9904E-02  0.0000E+00  0.2898E-01  0.9904E-02  0.0000E+00  0.2898E-01  0.9904E-02  0.0000E+00  0.2898E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000    0.760786  0.8706E-02  0.0000E+00  0.2596E-01  0.8706E-02  0.0000E+00  0.2596E-01  0.8706E-02  0.0000E+00  0.2596E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000    0.817141  0.7602E-02  0.0000E+00  0.2335E-01  0.7602E-02  0.0000E+00  0.2335E-01  0.7602E-02  0.0000E+00  0.2335E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000    0.873496  0.6602E-02  0.0000E+00  0.2110E-01  0.6602E-02  0.0000E+00  0.2110E-01  0.6602E-02  0.0000E+00  0.2110E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000    0.929850  0.5710E-02  0.0000E+00  0.1917E-01  0.5710E-02  0.0000E+00  0.1917E-01  0.5710E-02  0.0000E+00  0.1917E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000    0.986205  0.4918E-02  0.0000E+00  0.1753E-01  0.4918E-02  0.0000E+00  0.1753E-01  0.4918E-02  0.0000E+00  0.1753E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000    1.042559  0.4219E-02  0.0000E+00  0.1612E-01  0.4219E-02  0.0000E+00  0.1612E-01  0.4219E-02  0.0000E+00  0.1612E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000    1.098914  0.3604E-02  0.0000E+00  0.1493E-01  0.3604E-02  0.0000E+00  0.1493E-01  0.3604E-02  0.0000E+00  0.1493E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000    1.155268  0.3061E-02  0.0000E+00  0.1392E-01  0.3061E-02  0.0000E+00  0.1392E-01  0.3061E-02  0.0000E+00  0.1392E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000    1.211623  0.2581E-02  0.0000E+00  0.1308E-01  0.2581E-02  0.0000E+00  0.1308E-01  0.2581E-02  0.0000E+00  0.1308E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000    1.267977  0.2154E-02  0.0000E+00  0.1237E-01  0.2154E-02  0.0000E+00  0.1237E-01  0.2154E-02  0.0000E+00  0.1237E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000    1.324332  0.1771E-02  0.0000E+00  0.1179E-01  0.1771E-02  0.0000E+00  0.1179E-01  0.1771E-02  0.0000E+00  0.1179E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000    1.380686  0.1424E-02  0.0000E+00  0.1131E-01  0.1424E-02  0.0000E+00  0.1131E-01  0.1424E-02  0.0000E+00  0.1131E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000    1.437041  0.1106E-02  0.0000E+00  0.1094E-01  0.1106E-02  0.0000E+00  0.1094E-01  0.1106E-02  0.0000E+00  0.1094E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000    1.493396  0.8110E-03  0.0000E+00  0.1066E-01  0.8110E-03  0.0000E+00  0.1066E-01  0.8110E-03  0.0000E+00  0.1066E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000    1.549750  0.5318E-03  0.0000E+00  0.1046E-01  0.5318E-03  0.0000E+00  0.1046E-01  0.5318E-03  0.0000E+00  0.1046E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000    1.606105  0.2633E-03  0.0000E+00  0.1034E-01  0.2633E-03  0.0000E+00  0.1034E-01  0.2633E-03  0.0000E+00  0.1034E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.267977    0.000000    1.662459  0.3018E-18  0.0000E+00  0.1031E-01  0.3018E-18  0.0000E+00  0.1031E-01  0.3018E-18  0.0000E+00  0.1031E-01  0.0000E+00  0.0000E+00  0.0000E+00
  
   -1.211623    0.000000   -1.662459 -0.3580E-18  0.0000E+00  0.1028E-01 -0.3580E-18  0.0000E+00  0.1028E-01 -0.3580E-18  0.0000E+00  0.1028E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.211623    0.000000   -1.606105 -0.3124E-03  0.0000E+00  0.1032E-01 -0.3124E-03  0.0000E+00  0.1032E-01 -0.3124E-03  0.0000E+00  0.1032E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.211623    0.000000   -1.549750 -0.6311E-03  0.0000E+00  0.1044E-01 -0.6311E-03  0.0000E+00  0.1044E-01 -0.6311E-03  0.0000E+00  0.1044E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.211623    0.000000   -1.493396 -0.9630E-03  0.0000E+00  0.1065E-01 -0.9630E-03  0.0000E+00  0.1065E-01 -0.9630E-03  0.0000E+00  0.1065E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.211623    0.000000   -1.437041 -0.1315E-02  0.0000E+00  0.1094E-01 -0.1315E-02  0.0000E+00  0.1094E-01 -0.1315E-02  0.0000E+00  0.1094E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.211623    0.000000   -1.380686 -0.1694E-02  0.0000E+00  0.1133E-01 -0.1694E-02  0.0000E+00  0.1133E-01 -0.1694E-02  0.0000E+00  0.1133E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.211623    0.000000   -1.324332 -0.2109E-02  0.0000E+00  0.1183E-01 -0.2109E-02  0.0000E+00  0.1183E-01 -0.2109E-02  0.0000E+00  0.1183E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.211623    0.000000   -1.267977 -0.2569E-02  0.0000E+00  0.1244E-01 -0.2569E-02  0.0000E+00  0.1244E-01 -0.2569E-02  0.0000E+00  0.1244E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.211623    0.000000   -1.211623 -0.3084E-02  0.0000E+00  0.1319E-01 -0.3084E-02  0.0000E+00  0.1319E-01 -0.3084E-02  0.0000E+00  0.1319E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.211623    0.000000   -1.155268 -0.3665E-02  0.0000E+00  0.1408E-01 -0.3665E-02  0.0000E+00  0.1408E-01 -0.3665E-02  0.0000E+00  0.1408E-01  0.0000E+00  0.0000E+00  0.0000E+00
   -1.211623    0.000000   -1.098914 -0.4325E-02  0.0000E+00  0.1515E-01 -0.4325E-02  0.0000E+00  0.1515E-01 -0.4325E-02  0.0000E+00  0.1515E-01  0.0000E+00  0.0000E+00  0.0000E+00
